gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YPR114W,YPR114W,NC_001148.4,,753301,754248,+,uncharacterized protein,Signal transduction mechanisms,"molecular_function,biological_process,endoplasmic reticulum,endoplasmic reticulum,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,membrane,endoplasmic reticulum,lipid homeostasis",Q06107,XVI
YPR115W,RGC1,NC_001148.4,,754877,758128,+,Rgc1p,Function unknown,"channel regulator activity,positive regulation of glycerol transport,cytoplasm,cytoplasm,cell cycle,cytoplasm,cytoplasm",Q06108,XVI
YPR116W,RRG8,NC_001148.4,,758648,759481,+,Rrg8p,Function unknown,"mitochondrial genome maintenance,molecular_function,mitochondrial genome maintenance,mitochondrion,mitochondrion,mitochondrion,mitochondrial tRNA 5'-end processing,matrix side of mitochondrial inner membrane",Q06109,XVI
YPR117W,HOB2,NC_001148.4,,760025,767494,+,Hob2p,Function unknown,"molecular_function,biological_process,cellular_component,membrane,mitochondrion,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,plasma membrane,mitochondrial membrane",Q06116,XVI
YPR118W,MRI1,NC_001148.4,,767752,768987,+,S-methyl-5-thioribose-1-phosphate isomerase MRI1,"Translation, ribosomal structure and biogenesis","organonitrogen compound biosynthetic process,S-methyl-5-thioribose-1-phosphate isomerase activity,L-methionine salvage from methylthioadenosine,L-methionine salvage from methylthioadenosine,cytoplasm,S-methyl-5-thioribose-1-phosphate isomerase activity,L-methionine salvage from S-adenosylmethionine,nucleus,cytoplasm,isomerase activity,S-methyl-5-thioribose-1-phosphate isomerase activity,amino acid biosynthetic process,L-methionine salvage from methylthioadenosine,nucleus,cytoplasm,cytoplasm,nucleus,methionine biosynthetic process,cellular biosynthetic process,nucleus,L-methionine salvage from methylthioadenosine,S-methyl-5-thioribose-1-phosphate isomerase activity",Q06489,XVI
YPR119W,CLB2,NC_001148.4,,771653,773128,+,B-type cyclin CLB2,"Cell cycle control, cell division, chromosome partitioning","nucleus,cytoplasm,protein binding,cyclin-dependent protein serine/threonine kinase regulator activity,cyclin-dependent protein serine/threonine kinase regulator activity,G2/M transition of mitotic cell cycle,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,regulation of mitotic spindle elongation,negative regulation of protein dephosphorylation,negative regulation of protein dephosphorylation,nucleus,cytoplasm,spindle pole body,spindle,cellular bud neck,cyclin-dependent protein serine/threonine kinase regulator activity,cyclin-dependent protein serine/threonine kinase regulator activity,regulation of cyclin-dependent protein serine/threonine kinase activity,mitotic cell cycle phase transition,cell cycle,cyclin-dependent protein serine/threonine kinase regulator activity,mitotic cell cycle phase transition,regulation of protein phosphorylation,positive regulation of protein phosphorylation,positive regulation of protein phosphorylation,cell division,cytoplasm,mitotic cell cycle phase transition,regulation of cyclin-dependent protein serine/threonine kinase activity,cyclin-dependent protein kinase holoenzyme complex,cyclin-dependent protein serine/threonine kinase regulator activity,spindle pole body,nucleus",P24869,XVI
YPR120C,CLB5,NC_001148.4,,773875,775182,-,B-type cyclin CLB5,"Cell cycle control, cell division, chromosome partitioning","positive regulation of DNA replication,cyclin-dependent protein serine/threonine kinase regulator activity,G1/S transition of mitotic cell cycle,G1/S transition of mitotic cell cycle,G1/S transition of mitotic cell cycle,G2/M transition of mitotic cell cycle,premeiotic DNA replication,premeiotic DNA replication,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,positive regulation of mitotic spindle pole body separation,positive regulation of DNA replication,regulation of mitotic spindle assembly,regulation of mitotic spindle assembly,nucleus,cyclin-dependent protein serine/threonine kinase regulator activity,regulation of cyclin-dependent protein serine/threonine kinase activity,mitotic cell cycle phase transition,cell cycle,cell division,positive regulation of DNA replication,positive regulation of DNA replication,positive regulation of DNA replication,cyclin-dependent protein serine/threonine kinase regulator activity,mitotic cell cycle phase transition,regulation of protein phosphorylation,cytoplasm,cyclin-dependent protein kinase holoenzyme complex,spindle pole body,cyclin-dependent protein serine/threonine kinase regulator activity,regulation of cyclin-dependent protein serine/threonine kinase activity,mitotic cell cycle phase transition,nucleus",P30283,XVI
YPR121W,THI22,NC_001148.4,,778583,780301,+,putative phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,"thiamine biosynthetic process,molecular_function,thiamine biosynthetic process,cellular_component,phosphomethylpyrimidine kinase activity,thiaminase activity,thiamine metabolic process,thiamine biosynthetic process,extracellular region,extracellular region,phosphomethylpyrimidine kinase activity,cytosol,hydroxymethylpyrimidine kinase activity,thiamine biosynthetic process",Q06490,XVI
YPR122W,AXL1,NC_001148.4,,782045,785671,+,Axl1p,"Post-translational modification, protein turnover, and chaperones","metalloendopeptidase activity,cellular bud neck,mating projection tip,metalloendopeptidase activity,metalloendopeptidase activity,cytogamy,axial cellular bud site selection,peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion,peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion,metal ion binding,proteolysis,peptidase activity,metallopeptidase activity,metal ion binding,proteolysis,cellular bud neck,zinc ion binding,hydrolase activity,mitochondrial matrix,protein processing,metalloendopeptidase activity",P40851,XVI
YPR124W,CTR1,NC_001148.4,,786208,787428,+,high-affinity Cu transporter CTR1,Inorganic ion transport and metabolism,"copper ion import,plasma membrane,copper ion transmembrane transporter activity,copper ion transmembrane transporter activity,nucleus,cytoplasm,plasma membrane,copper ion transport,membrane,copper ion transmembrane transporter activity,copper ion transmembrane transport,monoatomic ion transport,membrane,plasma membrane,plasma membrane,membrane,plasma membrane,copper ion transmembrane transporter activity",P49573,XVI
YPR125W,YLH47,NC_001148.4,,787961,789325,+,Ylh47p,"Intracellular trafficking, secretion, and vesicular transport","proton transmembrane transport,proton transmembrane transport,molecular_function,mitochondrial inner membrane,potassium ion transport,potassium ion transport,mitochondrial inner membrane,mitochondrion,mitochondrion,mitochondrion,mitochondrion,ribosome binding,mitochondrion,mitochondrial inner membrane,mitochondrial inner membrane,protein insertion into mitochondrial inner membrane from matrix,membrane,intracellular monoatomic cation homeostasis",Q06493,XVI
YPR127W,YPR127W,NC_001148.4,,790083,791120,+,pyridoxine 4-dehydrogenase,Energy production and conversion,,Q06494,XVI
YPR128C,ANT1,NC_001148.4,,791218,792204,-,Ant1p,Energy production and conversion,"peroxisomal membrane,ATP transport,adenine nucleotide transmembrane transporter activity,adenine nucleotide transmembrane transporter activity,fatty acid beta-oxidation,fatty acid beta-oxidation,peroxisome organization,cytoplasm,proton transmembrane transport,peroxisomal membrane,membrane,monoatomic ion transport,peroxisome,ATP transmembrane transporter activity,ADP transmembrane transporter activity,fatty acid beta-oxidation,ATP transmembrane transporter activity,peroxisome organization,ADP transmembrane transporter activity,ADP transport,ATP transport,fatty acid beta-oxidation",Q06497,XVI
YPR129W,SCD6,NC_001148.4,,792687,793736,+,Scd6p,"Intracellular trafficking, secretion, and vesicular transport","mRNA binding,eukaryotic initiation factor 4G binding,P-body assembly,stress granule assembly,negative regulation of translational initiation,P-body,cytoplasmic stress granule,negative regulation of translational initiation,cytoplasm,cytoplasm,regulation of translation,P-body,cytoplasm,cytoplasmic stress granule,cytoplasmic stress granule,P-body,mRNA binding,stress granule assembly,P-body assembly",P45978,XVI
YPR131C,NAT3,NC_001148.4,,793911,794498,-,peptide alpha-N-acetyltransferase complex B subunit NAT3,Function unknown,"peptide alpha-N-acetyltransferase activity,mitochondrion inheritance,mitochondrion inheritance,N-terminal peptidyl-methionine acetylation,ubiquitin-dependent ERAD pathway,regulation of actin cytoskeleton organization,regulation of actin cytoskeleton organization,NatB complex,cytoplasm,acyltransferase activity,transferase activity,cytoplasm,cytoplasm,acyltransferase activity, transferring groups other than amino-acyl groups,peptide alpha-N-acetyltransferase activity,N-terminal peptidyl-methionine acetylation,NatB complex",Q06504,XVI
YPR132W,RPS23B,NC_001148.4,,794965,795767,+,ribosomal 40S subunit protein S23B,No COG annotation,"structural constituent of ribosome,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),regulation of translational fidelity,regulation of translational fidelity,regulation of translational fidelity,regulation of translational fidelity,regulation of translational fidelity,cytosolic small ribosomal subunit,regulation of translational fidelity,cytoplasm,ribosome,cytoplasm,small ribosomal subunit,structural constituent of ribosome,structural constituent of ribosome,translation,translation,ribosome,ribonucleoprotein complex,translation,cytosolic small ribosomal subunit,structural constituent of ribosome,ribosome",P0CX30,XVI
YPR133C,SPN1,NC_001148.4,,795978,797210,-,Spn1p,Transcription,"RNA polymerase II-specific DNA-binding transcription factor binding,RNA polymerase II complex binding,RNA polymerase II complex binding,RNA polymerase II complex binding,poly(A)+ mRNA export from nucleus,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,regulation of transcription elongation by RNA polymerase II,regulation of transcription elongation by RNA polymerase II,regulation of transcription elongation by RNA polymerase II,nucleus,nucleus,nucleus,nucleus,nucleus,nucleus,nucleosome assembly,chromatin binding,nucleus,RNA polymerase II, core complex,nucleus,poly(A)+ mRNA export from nucleus",Q06505,XVI
YPR133W-A,TOM5,NC_001148.4,,797557,797709,+,Tom5p,"Intracellular trafficking, secretion, and vesicular transport","mitochondrial outer membrane,protein transmembrane transporter activity,protein transmembrane transport,protein targeting to mitochondrion,mitochondrial outer membrane translocase complex assembly,mitochondrial outer membrane translocase complex,protein targeting to mitochondrion,mitochondrion,mitochondrion,mitochondrial outer membrane,protein transport,mitochondrial outer membrane,mitochondrion,mitochondrial outer membrane,membrane,mitochondrial outer membrane translocase complex,protein transmembrane transporter activity,protein targeting to mitochondrion",P80967,XVI
YPR134W,MSS18,NC_001148.4,,798051,798857,+,Mss18p,RNA processing and modification,"mitochondrion,molecular_function,Group I intron splicing,Group I intron splicing,mRNA processing,RNA splicing,mitochondrion,mitochondrion,mitochondrial mRNA processing,mitochondrion,mitochondrion",P08593,XVI
YPR135W,CTF4,NC_001148.4,,799234,802017,+,chromatin-binding protein CTF4,Function unknown,"mitotic sister chromatid cohesion,chromatin binding,double-strand break repair via break-induced replication,DNA-templated DNA replication,DNA replication initiation,DNA repair,DNA repair,mitotic sister chromatid cohesion,mitotic sister chromatid cohesion,establishment of sister chromatid cohesion,nuclear chromosome,replication fork protection complex,nuclear replication fork,intracellular organelle,nucleus,nucleus,DNA replication,nucleus,DNA repair,chromatin binding,mitotic cell cycle,nuclear replication fork,DNA-templated DNA replication",Q01454,XVI
YPR137C-B,YPR137C-B,NC_001148.4,,805001,810269,-,gag-pol fusion protein,"Replication, recombination and repair",,P0C2I9,XVI
YPR137W,RRP9,NC_001148.4,,802359,804080,+,Rrp9p,RNA processing and modification,"nucleolus,box C/D RNP complex,small-subunit processome,90S preribosome,ribonucleoprotein complex,ribosome biogenesis,nucleolus,nucleus,U3 snoRNA binding,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA processing,small-subunit processome,snoRNA binding",Q06506,XVI
YPR138C,MEP3,NC_001148.4,,810984,812453,-,ammonium permease MEP3,Inorganic ion transport and metabolism,"ammonium transmembrane transporter activity,nitrogen utilization,ammonium transmembrane transporter activity,ammonium transmembrane transporter activity,endoplasmic reticulum,ammonium transmembrane transport,membrane,membrane,ammonium transmembrane transport,ammonium transmembrane transporter activity,ammonium transmembrane transporter activity,ammonium transmembrane transporter activity,ammonium transmembrane transport,ammonium transmembrane transport,ammonium transmembrane transport,membrane,membrane,membrane,plasma membrane,ammonium transmembrane transport,ammonium transmembrane transporter activity",P53390,XVI
YPR139C,LOA1,NC_001148.4,,813156,814058,-,lysophosphatidic acid acyltransferase LOA1,"Intracellular trafficking, secretion, and vesicular transport","lysophosphatidic acid acyltransferase activity,lipid droplet organization,intracellular triglyceride homeostasis,endoplasmic reticulum,lipid droplet,lipid droplet,protein targeting to vacuole,cytoplasm,endoplasmic reticulum,1-acylglycerol-3-phosphate O-acyltransferase activity,transferase activity,lipid metabolic process,endoplasmic reticulum,lipid droplet,membrane,endoplasmic reticulum membrane,lipid droplet,lysophosphatidic acid acyltransferase activity",Q06508,XVI
YPR140W,TAZ1,NC_001148.4,,814391,815536,+,lysophosphatidylcholine acyltransferase,Lipid transport and metabolism,"mitochondrial outer membrane,phospholipid metabolic process,inner mitochondrial membrane organization,phospholipid biosynthetic process,1-acylglycerophosphocholine O-acyltransferase activity,1-acylglycerophosphocholine O-acyltransferase activity,phospholipid biosynthetic process,cardiolipin metabolic process,cardiolipin acyl-chain remodeling,cardiolipin acyl-chain remodeling,mitochondrial ATP synthesis coupled electron transport,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial respirasome assembly,mitochondrion,mitochondrion,mitochondrion,mitochondrion,mitochondrion,acyltransferase activity,acyltransferase activity,transferase activity,acyltransferase activity,1-acylglycerophosphocholine O-acyltransferase activity,lipid metabolic process,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial inner membrane,membrane,phospholipid metabolic process,mitochondrion,mitochondrial outer membrane,1-acylglycerophosphocholine O-acyltransferase activity,inner mitochondrial membrane organization,cardiolipin acyl-chain remodeling,mitochondrial membrane",Q06510,XVI
YPR141C,KAR3,NC_001148.4,,815734,817923,-,Kar3p,Cytoskeleton,"ATP binding,ATP binding,microtubule binding,minus-end-directed microtubule motor activity,karyogamy involved in conjugation with cellular fusion,nuclear migration involved in conjugation with cellular fusion,nuclear migration involved in conjugation with cellular fusion,nuclear migration involved in conjugation with cellular fusion,mitotic sister chromatid cohesion,mitotic sister chromatid cohesion,spindle pole body,spindle pole body,spindle pole body,cytoplasmic microtubule,cytoskeletal motor activity,nucleus,microtubule,cell division,nucleus,nucleotide binding,cell cycle,ATP binding,cytoskeleton,cytoskeleton,microtubule,nucleus,cytoplasm,spindle pole body,meiotic cell cycle,meiotic cell cycle,microtubule motor activity,microtubule motor activity,microtubule motor activity,microtubule binding,mitotic cell cycle,regulation of mitotic spindle organization,spindle pole,nucleus,karyogamy,microtubule-based movement,microtubule-based movement,microtubule-based movement",P17119,XVI
YPR143W,RRP15,NC_001148.4,,818323,819075,+,Rrp15p,Function unknown,"molecular_function,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),preribosome, large subunit precursor,nucleus,nucleolus,nucleus,nucleolus,rRNA processing,rRNA processing,ribosome biogenesis,maturation of LSU-rRNA,maturation of 5.8S rRNA,preribosome, large subunit precursor",Q06511,XVI
YPR144C,NOC4,NC_001148.4,,819765,821423,-,ribosome biosynthesis protein NOC4,"Translation, ribosomal structure and biogenesis","nucleolus,preribosome, small subunit precursor,nucleus,rRNA processing,ribosomal small subunit biogenesis,nucleolus,nucleolus,Noc4p-Nop14p complex,molecular_function,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),nucleus,nucleus,nucleolus,cytosol,small-subunit processome,90S preribosome,ribosome biogenesis,ribonucleoprotein complex,nucleus,rRNA processing,ribosome biogenesis,nucleolus,Noc4p-Nop14p complex,nucleolus,small-subunit processome",Q06512,XVI
YPR145C-A,YPR145C-A,NC_001148.4,,824690,824926,-,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component",Q2V2P0,XVI
YPR145W,ASN1,NC_001148.4,,822620,824338,+,asparagine synthase (glutamine-hydrolyzing) 1,Amino acid transport and metabolism,"nitrogen compound metabolic process,organic substance metabolic process,asparagine synthase (glutamine-hydrolyzing) activity,asparagine biosynthetic process,cytoplasm,nucleotide binding,asparagine synthase (glutamine-hydrolyzing) activity,ATP binding,asparagine biosynthetic process,glutamine metabolic process,amino acid biosynthetic process,L-asparagine biosynthetic process,asparagine synthase (glutamine-hydrolyzing) activity,asparagine synthase (glutamine-hydrolyzing) activity,asparagine biosynthetic process,asparagine biosynthetic process,ligase activity,cytosol,asparagine synthase (glutamine-hydrolyzing) activity,asparagine biosynthetic process",P49089,XVI
YPR147C,YPR147C,NC_001148.4,,825645,826559,-,bifunctional triacylglycerol lipase/ester hydrolase,Function unknown,,Q06522,XVI
YPR148C,YPR148C,NC_001148.4,,826833,828140,-,uncharacterized protein,Function unknown,"molecular_function,biological_process,cytoplasm,cytoplasm,cytoplasm",Q06523,XVI
YPR149W,NCE102,NC_001148.4,,829918,830439,+,Nce102p,"Intracellular trafficking, secretion, and vesicular transport","protein transport,plasma membrane,plasma membrane,membrane,eisosome,molecular_function,negative regulation of protein phosphorylation,plasma membrane organization,protein secretion,regulation of fungal-type cell wall organization,regulation of phospholipid translocation,eisosome assembly,plasma membrane,cellular bud membrane,protein localization to plasma membrane,mitochondrion,cytoplasm,mitochondrion,mitochondrion,endoplasmic reticulum,plasma membrane,cell periphery,vacuole fusion,membrane,membrane,mating projection membrane,protein localization to plasma membrane,eisosome assembly,plasma membrane",Q12207,XVI
YPR151C,SUE1,NC_001148.4,,831055,831675,-,Sue1p,Function unknown,"molecular_function,protein catabolic process,mitochondrial envelope,mitochondrion,mitochondrion,mitochondrial envelope",Q06524,XVI
YPR152C,URN1,NC_001148.4,,832061,833458,-,Urn1p,RNA processing and modification,"prespliceosome,molecular_function,biological_process,nucleus,mRNA processing,RNA splicing,nucleus,nucleus,spliceosomal complex,mRNA cis splicing, via spliceosome,nucleus,mRNA splicing, via spliceosome,RNA binding,U2-type prespliceosome,U1 snRNP",Q06525,XVI
YPR153W,MAY24,NC_001148.4,,833689,834245,+,May24p,No COG annotation,"membrane,cellular response to hydrostatic pressure,endoplasmic reticulum membrane,membrane,molecular_function",Q06537,XVI
YPR154W,PIN3,NC_001148.4,,834565,835212,+,Pin3p,Signal transduction mechanisms,"molecular_function,negative regulation of Arp2/3 complex-mediated actin nucleation,negative regulation of Arp2/3 complex-mediated actin nucleation,cytoplasm,actin cortical patch,nucleus,cytoplasm,nucleus,nucleus,cytoplasm,cytoplasm,cytoskeleton,actin cortical patch,cytoplasm",Q06449,XVI
YPR155C,NCA2,NC_001148.4,,835563,837413,-,Nca2p,Function unknown,"mitochondrion,membrane,mitochondrial membrane,molecular_function,aerobic respiration,mRNA metabolic process,mitochondrion,mitochondrion,mitochondrion,mitochondrion,mitochondrial outer membrane,mitochondrial outer membrane",Q12374,XVI
YPR156C,TPO3,NC_001148.4,,837909,839777,-,spermine transporter,Function unknown,"plasma membrane,spermine transmembrane transporter activity,spermine transport,fungal-type vacuole membrane,cell periphery,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,spermine transmembrane transport,plasma membrane,antiporter activity,plasma membrane,membrane,spermine transmembrane transporter activity,fungal-type vacuole membrane,transmembrane transport,spermine transport",Q06451,XVI
YPR157W,TDA6,NC_001148.4,,841266,842669,+,Tda6p,"Intracellular trafficking, secretion, and vesicular transport","molecular_function,biological_process,fungal-type vacuole,cell periphery,protein transport,membrane,membrane",Q06466,XVI
YPR158C-C,YPR158C-C,NC_001148.4,,854935,856257,-,gag protein,"Replication, recombination and repair",,Q6Q5H1,XVI
YPR158C-D,YPR158C-D,NC_001148.4,,850989,856257,-,gag-pol fusion protein,"Replication, recombination and repair",,P0C2J1,XVI
YPR158W,CUR1,NC_001148.4,,843262,844020,+,Cur1p,No COG annotation,"protein-folding chaperone binding,protein localization to nucleus,protein folding,protein folding,protein folding,intracellular protein transport,intracellular protein transport,protein localization to nucleus,nucleus,nucleus,nucleus,nucleus",Q06469,XVI
YPR158W-B,YPR158W-B,NC_001148.4,,844709,849980,+,gag-pol fusion protein,"Replication, recombination and repair",,P0C2J0,XVI
YPR159C-A,YPR159C-A,NC_001148.4,,860314,860415,-,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cytosol,membrane,membrane",Q8TGQ7,XVI
YPR159W,KRE6,NC_001148.4,,857583,859745,+,beta-glucan synthesis-associated protein KRE6,Carbohydrate transport and metabolism,"endoplasmic reticulum membrane,membrane,glucosidase activity,(1->6)-beta-D-glucan biosynthetic process,plasma membrane,transport vesicle,site of polarized growth,fungal-type cell wall organization,cell wall organization,Golgi membrane,Golgi apparatus,cellular bud neck,carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,membrane,fungal-type cell wall organization,glucosidase activity,fungal-type cell wall organization,plasma membrane,(1->6)-beta-D-glucan biosynthetic process",P32486,XVI
YPR160W,GPH1,NC_001148.4,,861306,864014,+,glycogen phosphorylase,Carbohydrate transport and metabolism,"glycogen phosphorylase activity,glycogen phosphorylase activity,glycogen catabolic process,cytoplasm,1,4-alpha-oligoglucan phosphorylase activity,linear malto-oligosaccharide phosphorylase activity,transferase activity,carbohydrate metabolic process,SHG alpha-glucan phosphorylase activity,glycogen metabolic process,cytoplasm,glycosyltransferase activity,cytoplasm,cytoplasm,1,4-alpha-oligoglucan phosphorylase activity,glycogen phosphorylase activity,pyridoxal phosphate binding,carbohydrate metabolic process,carbohydrate metabolic process,glycogen catabolic process,glycogen phosphorylase activity,cytoplasm,pyridoxal phosphate binding",P06738,XVI
YPR161C,SGV1,NC_001148.4,,864449,866422,-,cyclin-dependent serine/threonine protein kinase SGV1,"Cell cycle control, cell division, chromosome partitioning","protein kinase activity,protein kinase activity,cyclin-dependent protein serine/threonine kinase activity,RNA polymerase II CTD heptapeptide repeat kinase activity,positive regulation of transcription elongation by RNA polymerase II,positive regulation of transcription elongation by RNA polymerase II,positive regulation of transcription elongation by RNA polymerase II,cyclin-dependent protein kinase holoenzyme complex,nucleotide binding,cyclin-dependent protein serine/threonine kinase activity,ATP binding,RNA polymerase II CTD heptapeptide repeat kinase activity,kinase activity,transferase activity,nucleus,nucleus,ATP binding,ATP binding,regulation of cell cycle,protein phosphorylation,protein phosphorylation,transcription elongation by RNA polymerase II,transcription elongation by RNA polymerase II,nucleus,protein serine/threonine kinase activity,phosphorylation,cyclin-dependent protein serine/threonine kinase activity,protein phosphorylation,nucleus",P23293,XVI
YPR162C,ORC4,NC_001148.4,,866715,868304,-,origin recognition complex subunit 4,"Replication, recombination and repair","DNA replication origin binding,pre-replicative complex assembly involved in nuclear cell cycle DNA replication,DNA replication initiation,silent mating-type cassette heterochromatin formation,nuclear pre-replicative complex,nuclear pre-replicative complex,nuclear origin of replication recognition complex,nuclear origin of replication recognition complex,DNA replication preinitiation complex,DNA binding,DNA replication,nucleus,nucleus,DNA binding,DNA replication,origin recognition complex,nucleus,DNA replication origin binding,DNA replication initiation,nuclear origin of replication recognition complex",P54791,XVI
YPR163C,TIF3,NC_001148.4,,868645,869955,-,Tif3p,RNA processing and modification,"single-stranded RNA binding,RNA strand annealing activity,RNA strand-exchange activity,ribosomal small subunit binding,formation of translation preinitiation complex,cytoplasmic translation,translational initiation,translational initiation,translational initiation,eukaryotic translation initiation factor 4F complex assembly,eukaryotic translation initiation factor 4F complex assembly,eukaryotic translation initiation factor 4F complex assembly,eukaryotic translation initiation factor 4F complex assembly,mRNA binding,RNA binding,translation initiation factor activity,translation,translational initiation,cytoplasmic stress granule,nucleic acid binding,RNA binding,RNA binding,cytoplasm,poly(A) binding",P34167,XVI
YPR164W,MMS1,NC_001148.4,,870703,874926,+,Mms1p,Function unknown,"molecular_function,recombinational repair,retrotransposon silencing,replication fork processing,nonfunctional rRNA decay,Cul8-RING ubiquitin ligase complex,DNA repair,DNA damage response,cell cycle,cell division,nucleus,nucleus",Q06211,XVI
YPR165W,RHO1,NC_001148.4,,875368,875997,+,Rho family GTPase RHO1,"Intracellular trafficking, secretion, and vesicular transport","GTPase activity,GTPase activity,budding cell bud growth,budding cell bud growth,small GTPase mediated signal transduction,small GTPase mediated signal transduction,small GTPase mediated signal transduction,small GTPase mediated signal transduction,small GTPase mediated signal transduction,regulation of cell size,actin cytoskeleton organization,actin cytoskeleton reorganization,actin cytoskeleton reorganization,actin cytoskeleton reorganization,cellular bud neck septin ring organization,regulation of protein localization,regulation of vacuole fusion, non-autophagic,positive regulation of endocytosis,regulation of exocyst localization,mating projection tip,regulation of fungal-type cell wall organization,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,positive regulation of protein kinase C signaling,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,regulation of secondary cell septum biogenesis,incipient cellular bud site,1,3-beta-D-glucan synthase complex,peroxisome,cellular bud tip,cellular bud neck,nucleotide binding,peroxisomal membrane,plasma membrane,plasma membrane,endosome membrane,membrane,GTP binding,endosome,peroxisome,mitochondrion,endoplasmic reticulum,cell periphery,GTPase activity,positive regulation of mitotic actomyosin contractile ring assembly,positive regulation of mitotic actomyosin contractile ring assembly,GTPase activity,GTP binding,GTP binding,GTP binding,small GTPase mediated signal transduction,hydrolase activity,G-protein beta-subunit binding,fungal-type vacuole membrane,mitochondrion,mitochondrion,mitochondrial outer membrane,Golgi apparatus,plasma membrane,cellular bud,cytoplasm,GTP binding,GTPase activity",P06780,XVI
YPR166C,MRP2,NC_001148.4,,876282,876629,-,mitochondrial 37S ribosomal protein MRP2,"Translation, ribosomal structure and biogenesis","structural constituent of ribosome,mitochondrial small ribosomal subunit,mitochondrial translation,cellular anatomical entity,mitochondrion,mitochondrion,ribosome,mitochondrion,structural constituent of ribosome,structural constituent of ribosome,translation,translation,ribosome,ribosome,ribonucleoprotein complex,mitochondrion,translation,mitochondrial small ribosomal subunit,structural constituent of ribosome",P10663,XVI
YPR167C,MET16,NC_001148.4,,876847,877632,-,phosphoadenylyl-sulfate reductase (thioredoxin),Amino acid transport and metabolism,"phosphoadenylyl-sulfate reductase (thioredoxin) activity,phosphoadenylyl-sulfate reductase (thioredoxin) activity,phosphoadenylyl-sulfate reductase (thioredoxin) activity,phosphoadenylyl-sulfate reductase (thioredoxin) activity,sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),cytoplasm,oxidoreductase activity, acting on a sulfur group of donors,sulfate assimilation,oxidoreductase activity,amino acid biosynthetic process,methionine biosynthetic process,cysteine biosynthetic process,hydrogen sulfide biosynthetic process,catalytic activity,sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),phosphoadenylyl-sulfate reductase (thioredoxin) activity,sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),phosphoadenylyl-sulfate reductase (thioredoxin) activity",P18408,XVI
