,gene_id,GO_term
79037,YNL064C,protein-folding chaperone binding
79038,YNL064C,cytosol
79039,YNL064C,nucleus
79040,YNL064C,protein refolding
79041,YNL064C,cytoplasm
79042,YNL063W,nitrogen compound metabolic process
79043,YNL063W,macromolecule metabolic process
79044,YNL063W,primary metabolic process
79045,YNL063W,S-adenosylmethionine-dependent methyltransferase activity
79046,YNL063W,S-adenosylmethionine-dependent methyltransferase activity
79047,YNL063W,translational readthrough
79048,YNL063W,mitochondrion
79049,YNL063W,mitochondrion
79050,YNL063W,methyltransferase activity
79051,YNL063W,transferase activity
79052,YNL063W,protein-(glutamine-N5) methyltransferase activity
79053,YNL063W,methylation
79054,YNL063W,mitochondrion
79055,YNL063W,methyltransferase activity
79056,YNL063W,protein methyltransferase activity
79057,YNL063W,protein methylation
79058,YNL062C,tRNA (m1A) methyltransferase complex
79059,YNL062C,tRNA (m1A) methyltransferase complex
79060,YNL062C,tRNA (adenine-N1-)-methyltransferase activity
79061,YNL062C,tRNA methylation
79062,YNL062C,tRNA (m1A) methyltransferase complex
79063,YNL062C,tRNA methylation
79064,YNL062C,RNA binding
79065,YNL062C,tRNA processing
79066,YNL062C,nucleus
79067,YNL062C,nucleus
79068,YNL062C,nucleus
79069,YNL062C,tRNA (m1A) methyltransferase complex
79070,YNL062C,nucleus
79071,YNL061W,rRNA (cytosine-C5-)-methyltransferase activity
79072,YNL061W,rRNA (cytosine-C5-)-methyltransferase activity
79073,YNL061W,rRNA (cytosine-C5-)-methyltransferase activity
79074,YNL061W,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
79075,YNL061W, 5.8S rRNA
79076,YNL061W, LSU-rRNA)
79077,YNL061W,rRNA base methylation
79078,YNL061W,rRNA base methylation
79079,YNL061W,rRNA base methylation
79080,YNL061W,assembly of large subunit precursor of preribosome
79081,YNL061W,nucleolus
79082,YNL061W,preribosome
79083,YNL061W, large subunit precursor
79084,YNL061W,RNA methyltransferase activity
79085,YNL061W,S-adenosylmethionine-dependent methyltransferase activity
79086,YNL061W,nucleus
79087,YNL061W,nucleolus
79088,YNL061W,preribosome
79089,YNL061W, large subunit precursor
79090,YNL061W,RNA binding
79091,YNL061W,RNA binding
79092,YNL061W,RNA binding
79093,YNL061W,methyltransferase activity
79094,YNL061W,methyltransferase activity
79095,YNL061W,methyltransferase activity
79096,YNL061W,S-adenosylmethionine-dependent methyltransferase activity
79097,YNL061W,RNA methylation
79098,YNL061W,RNA processing
79099,YNL061W,methyltransferase activity
79100,YNL061W,transferase activity
79101,YNL061W,rRNA processing
79102,YNL061W,methylation
79103,YNL061W,ribosome biogenesis
79104,YNL061W,nucleus
79105,YNL061W,nucleolus
79106,YNL061W,ribosomal large subunit biogenesis
79107,YNL061W,rRNA base methylation
79108,YNL061W,maturation of LSU-rRNA
79109,YNL061W,rRNA (cytosine-C5-)-methyltransferase activity
79110,YNL061W,nucleolus
79111,YNL059C,nucleus
79112,YNL059C,chromatin remodeling
79113,YNL059C,chromatin remodeling
79114,YNL059C,nucleus
79115,YNL059C,Ino80 complex
79116,YNL059C,Ino80 complex
79117,YNL059C,Ino80 complex
79118,YNL059C,Ino80 complex
79119,YNL059C,intracellular non-membrane-bounded organelle
79120,YNL059C,enzyme regulator activity
79121,YNL059C,nucleus
79122,YNL059C,nucleus
79123,YNL059C,chromatin remodeling
79124,YNL059C,nucleus
79125,YNL059C,nucleus
79126,YNL059C,Ino80 complex
79127,YNL059C,cytoplasm
79128,YNL059C,regulation of DNA-templated transcription
79129,YNL058C,molecular_function
79130,YNL058C,biological_process
79131,YNL058C,fungal-type vacuole
79132,YNL058C,endoplasmic reticulum
79133,YNL058C,vacuolar membrane
79134,YNL058C,membrane
79135,YNL058C,vacuole
79136,YNL058C,fungal-type vacuole
79137,YNL058C,cellular bud neck
79138,YNL056W,protein tyrosine/serine/threonine phosphatase activity
79139,YNL056W,protein dephosphorylation
79140,YNL056W,molecular_function
79141,YNL056W,biological_process
79142,YNL056W,cytoplasm
79143,YNL056W,cytoplasm
79144,YNL056W,hydrolase activity
79145,YNL056W,cytoplasm
79146,YNL056W,phosphatase activity
79147,YNL056W,cytoplasm
79148,YNL056W,inositol diphosphate tetrakisphosphate diphosphatase activity
79149,YNL055C,mitochondrial outer membrane
79150,YNL055C,voltage-gated monoatomic anion channel activity
79151,YNL055C,monoatomic ion transport
79152,YNL055C,mitochondrion organization
79153,YNL055C,mitochondrial outer membrane
79154,YNL055C,apoptotic process
79155,YNL055C,cell redox homeostasis
79156,YNL055C,DNA transport
79157,YNL055C,mitochondrion
79158,YNL055C,mitochondrion
79159,YNL055C,porin activity
79160,YNL055C,monoatomic ion transport
79161,YNL055C,mitochondrion
79162,YNL055C,mitochondrial outer membrane
79163,YNL055C,mitochondrial outer membrane
79164,YNL055C,membrane
79165,YNL055C,pore complex
79166,YNL055C,ubiquinone binding
79167,YNL055C,monoatomic anion transmembrane transport
79168,YNL055C,mitochondrial outer membrane
79169,YNL055C,mitochondrial outer membrane
79170,YNL055C,transmembrane transport
79171,YNL055C,voltage-gated monoatomic anion channel activity
79172,YNL055C,positive regulation of protein import into nucleus
79173,YNL055C,positive regulation of protein import into nucleus
79174,YNL055C,cytoplasm
79175,YNL055C,mitochondrion
79176,YNL055C,mitochondrion
79177,YNL055C,mitochondrial outer membrane
79178,YNL055C,membrane-bounded organelle
79179,YNL055C,voltage-gated monoatomic anion channel activity
79180,YNL055C,mitochondrial outer membrane
79181,YNL054W,membrane
79182,YNL054W,protein localization to vacuolar membrane
79183,YNL054W,fungal-type vacuole membrane
79184,YNL054W,PAS complex
79185,YNL054W,PAS complex
79186,YNL054W,fungal-type vacuole membrane
79187,YNL054W,cytoplasm
79188,YNL054W,vacuole
79189,YNL054W,vacuolar membrane
79190,YNL054W,membrane
79191,YNL054W,positive regulation of phosphatidylinositol biosynthetic process
79192,YNL054W,enzyme activator activity
79193,YNL054W,vacuole inheritance
79194,YNL054W,PAS complex
79195,YNL054W,fungal-type vacuole membrane
79196,YNL054W,positive regulation of phosphatidylinositol biosynthetic process
79197,YNL054W,protein localization to vacuolar membrane
79198,YNL053W,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
79199,YNL053W,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
79200,YNL053W,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
79201,YNL053W,regulation of MAPK export from nucleus
79202,YNL053W,regulation of MAPK export from nucleus
79203,YNL053W,nucleus
79204,YNL053W,nucleus
79205,YNL053W,cytoplasm
79206,YNL053W,cytoplasm
79207,YNL053W,cytoplasm
79208,YNL053W,phosphoprotein phosphatase activity
79209,YNL053W,protein tyrosine phosphatase activity
79210,YNL053W,hydrolase activity
79211,YNL053W,cell cycle
79212,YNL053W,fungal-type cell wall organization or biogenesis
79213,YNL053W,fungal-type cell wall organization or biogenesis
79214,YNL053W,negative regulation of cell wall integrity MAPK cascade
79215,YNL053W,negative regulation of cell wall integrity MAPK cascade
79216,YNL053W,fungal-type cell wall organization or biogenesis
79217,YNL053W,protein tyrosine/serine/threonine phosphatase activity
79218,YNL053W,negative regulation of cell wall integrity MAPK cascade
79219,YNL053W,negative regulation of cell wall integrity MAPK cascade
79220,YNL053W,negative regulation of cell wall integrity MAPK cascade
79221,YNL053W,negative regulation of cell wall integrity MAPK cascade
79222,YNL053W,fungal-type cell wall organization or biogenesis
79223,YNL053W,fungal-type cell wall organization or biogenesis
79224,YNL053W,negative regulation of cell wall integrity MAPK cascade
79225,YNL053W,protein tyrosine/serine/threonine phosphatase activity
79226,YNL053W,protein tyrosine/serine/threonine phosphatase activity
79227,YNL053W,phosphatase activity
79228,YNL053W,phosphatase activity
79229,YNL053W,protein dephosphorylation
79230,YNL053W,dephosphorylation
79231,YNL053W,dephosphorylation
79232,YNL053W,dephosphorylation
79233,YNL053W,regulation of fungal-type cell wall organization
79234,YNL053W,cytoplasm
79235,YNL053W,MAP kinase tyrosine phosphatase activity
79236,YNL053W,negative regulation of MAPK cascade
79237,YNL053W,protein tyrosine/threonine phosphatase activity
79238,YNL053W,nucleus
79239,YNL053W,MAP kinase tyrosine/serine/threonine phosphatase activity
79240,YNL052W,mitochondrial electron transport
79241,YNL052W, cytochrome c to oxygen
79242,YNL052W,cytochrome-c oxidase activity
79243,YNL052W,mitochondrion
79244,YNL052W,oxidoreductase activity
79245,YNL052W,mitochondrion
79246,YNL052W,mitochondrial inner membrane
79247,YNL052W,mitochondrial inner membrane
79248,YNL052W,membrane
79249,YNL052W,proton transmembrane transport
79250,YNL052W,mitochondrial electron transport
79251,YNL052W, cytochrome c to oxygen
79252,YNL052W,mitochondrial electron transport
79253,YNL052W, cytochrome c to oxygen
79254,YNL052W,mitochondrial respiratory chain complex IV
79255,YNL052W,mitochondrial respiratory chain complex IV
79256,YNL052W,mitochondrial respiratory chain complex IV
79257,YNL052W,mitochondrion
79258,YNL052W,oxidative phosphorylation
79259,YNL052W,mitochondrial electron transport
79260,YNL052W, cytochrome c to oxygen
79261,YNL052W,cytochrome-c oxidase activity
79262,YNL052W,mitochondrial respiratory chain complex IV
79263,YNL051W,molecular_function
79264,YNL051W,intra-Golgi vesicle-mediated transport
79265,YNL051W,cytoplasm to vacuole transport by the Cvt pathway
79266,YNL051W,Golgi transport complex
79267,YNL051W,cytosol
79268,YNL051W,protein transport
79269,YNL051W,Golgi membrane
79270,YNL051W,Golgi apparatus
79271,YNL051W,membrane
79272,YNL051W,intra-Golgi vesicle-mediated transport
79273,YNL051W,Golgi transport complex
79274,YNL051W,intra-Golgi vesicle-mediated transport
79275,YNL051W,Golgi transport complex
79276,YNL050C,molecular_function
79277,YNL050C,biological_process
79278,YNL050C,cellular_component
79279,YNL049C,signal sequence binding
79280,YNL049C,COPII-coated vesicle cargo loading
79281,YNL049C,COPII-coated vesicle cargo loading
79282,YNL049C,COPII-coated vesicle cargo loading
79283,YNL049C,COPII vesicle coat
79284,YNL049C,COPII vesicle coat
79285,YNL049C,protein transport
79286,YNL049C,vesicle-mediated transport
79287,YNL049C,Golgi membrane
79288,YNL049C,cytoplasm
79289,YNL049C,cytoplasm
79290,YNL049C,endoplasmic reticulum
79291,YNL049C,endoplasmic reticulum membrane
79292,YNL049C,Golgi apparatus
79293,YNL049C,membrane
79294,YNL049C,zinc ion binding
79295,YNL049C,zinc ion binding
79296,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79297,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79298,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79299,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79300,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79301,YNL049C,endoplasmic reticulum to Golgi vesicle-mediated transport
79302,YNL049C,COPII vesicle coat
79303,YNL049C,COPII vesicle coat
79304,YNL049C,COPII vesicle coat
79305,YNL049C,COPII vesicle coat
79306,YNL049C,COPII vesicle coat
79307,YNL049C,COPII vesicle coat
79308,YNL049C,zinc ion binding
79309,YNL049C,intracellular protein transport
79310,YNL049C,intracellular protein transport
79311,YNL049C,intracellular protein transport
79312,YNL049C,intracellular protein transport
79313,YNL049C,intracellular protein transport
79314,YNL049C,intracellular protein transport
79315,YNL049C,zinc ion binding
79316,YNL049C,COPII-coated vesicle cargo loading
79317,YNL049C,endoplasmic reticulum exit site
79318,YNL049C,SNARE binding
79319,YNL049C,COPII vesicle coat
79320,YNL048W,oligosaccharide-lipid intermediate biosynthetic process
79321,YNL048W,GDP-Man:Man3GlcNAc2-PP-Dol alpha-1
79322,YNL048W,2-mannosyltransferase activity
79323,YNL048W,endoplasmic reticulum membrane
79324,YNL048W,glycosyltransferase activity
79325,YNL048W,GDP-Man:Man3GlcNAc2-PP-Dol alpha-1
79326,YNL048W,2-mannosyltransferase activity
79327,YNL048W,transferase activity
79328,YNL048W,glycosyltransferase activity
79329,YNL048W,protein glycosylation
79330,YNL048W,membrane
79331,YNL048W,alpha-1
79332,YNL048W,2-mannosyltransferase activity
79333,YNL048W,protein glycosylation
79334,YNL048W,endoplasmic reticulum
79335,YNL048W,endoplasmic reticulum membrane
79336,YNL048W,GDP-Man:Man3GlcNAc2-PP-Dol alpha-1
79337,YNL048W,2-mannosyltransferase activity
79338,YNL048W,endoplasmic reticulum membrane
79339,YNL048W,GDP-Man:Man3GlcNAc2-PP-Dol alpha-1
79340,YNL048W,2-mannosyltransferase activity
79341,YNL048W,oligosaccharide-lipid intermediate biosynthetic process
79342,YNL048W,protein N-linked glycosylation
79343,YNL047C,phosphatidylinositol binding
79344,YNL047C,actin cytoskeleton organization
79345,YNL047C,plasma membrane
79346,YNL047C,regulation of cell growth
79347,YNL047C,regulation of cell growth
79348,YNL047C,regulation of cell growth
79349,YNL047C,endosomal transport
79350,YNL047C,establishment or maintenance of actin cytoskeleton polarity
79351,YNL047C,establishment or maintenance of actin cytoskeleton polarity
79352,YNL047C,TOR signaling
79353,YNL047C,TOR signaling
79354,YNL047C,actin filament bundle assembly
79355,YNL047C,eisosome assembly
79356,YNL047C,plasma membrane
79357,YNL047C,protein localization to plasma membrane
79358,YNL047C,protein localization to plasma membrane
79359,YNL047C,cell periphery
79360,YNL047C,plasma membrane
79361,YNL047C,plasma membrane
79362,YNL047C,membrane
79363,YNL046W,molecular_function
79364,YNL046W,biological_process
79365,YNL046W,endoplasmic reticulum
79366,YNL046W,nucleus
79367,YNL046W,endoplasmic reticulum membrane
79368,YNL046W,membrane
79369,YNL046W,endoplasmic reticulum
79370,YNL045W,epoxide hydrolase activity
79371,YNL045W,peptidase activity
79372,YNL045W,metallopeptidase activity
79373,YNL045W,metallopeptidase activity
79374,YNL045W,metallopeptidase activity
79375,YNL045W,zinc ion binding
79376,YNL045W,zinc ion binding
79377,YNL045W,zinc ion binding
79378,YNL045W,hydrolase activity
79379,YNL045W,metal ion binding
79380,YNL045W,proteolysis
79381,YNL045W,proteolysis
79382,YNL045W,nucleus
79383,YNL045W,nucleus
79384,YNL045W,cytoplasm
79385,YNL045W,cytoplasm
79386,YNL045W,aminopeptidase activity
79387,YNL045W,epoxide hydrolase activity
79388,YNL045W,protein catabolic process
79389,YNL045W,cellular lipid metabolic process
79390,YNL045W,nucleus
79391,YNL045W,cytoplasm
79392,YNL045W,zinc ion binding
79393,YNL045W,epoxide hydrolase activity
79394,YNL045W,cytosol
79395,YNL045W,aminopeptidase activity
79396,YNL044W,membrane
79397,YNL044W,endoplasmic reticulum
79398,YNL044W,Golgi apparatus
79399,YNL044W,molecular_function
79400,YNL044W,endoplasmic reticulum to Golgi vesicle-mediated transport
79401,YNL044W,COPII-coated ER to Golgi transport vesicle
79402,YNL044W,Golgi membrane
79403,YNL044W,Golgi apparatus
79404,YNL044W,membrane
79405,YNL044W,peroxisome
79406,YNL044W,endoplasmic reticulum
79407,YNL044W,Golgi apparatus
79408,YNL044W,peroxisome
79409,YNL044W,peroxisomal membrane
79410,YNL044W,Golgi apparatus
79411,YNL042W-B,molecular_function
79412,YNL042W-B,biological_process
79413,YNL042W-B,cellular_component
79414,YNL042W,cellular response to methylmercury
79415,YNL042W,molecular_function
79416,YNL042W,nucleus
79417,YNL042W,cytoplasm
79418,YNL042W,nucleus
79419,YNL042W,nucleus
79420,YNL042W,cytoplasm
79421,YNL042W,cytoplasm
79422,YNL041C,molecular_function
79423,YNL041C,intra-Golgi vesicle-mediated transport
79424,YNL041C,cytoplasm to vacuole transport by the Cvt pathway
79425,YNL041C,Golgi transport complex
79426,YNL041C,membrane
79427,YNL041C,protein transport
79428,YNL041C,Golgi membrane
79429,YNL041C,Golgi apparatus
79430,YNL041C,intra-Golgi vesicle-mediated transport
79431,YNL041C,Golgi transport complex
79432,YNL041C,intra-Golgi vesicle-mediated transport
79433,YNL041C,Golgi transport complex
79434,YNL039W,TFIIIC-class transcription factor complex binding
79435,YNL039W,TFIIIC-class transcription factor complex binding
79436,YNL039W,DNA-templated transcription open complex formation
79437,YNL039W,RNA polymerase III preinitiation complex assembly
79438,YNL039W,RNA polymerase III preinitiation complex assembly
79439,YNL039W,transcription factor TFIIIB complex
79440,YNL039W,RNA polymerase III general transcription initiation factor activity
79441,YNL039W,transcription by RNA polymerase III
79442,YNL039W,nucleus
79443,YNL039W,nucleus
79444,YNL039W,transcription factor TFIIIB complex
79445,YNL039W,transcription factor TFIIIB complex
79446,YNL039W,transcription factor TFIIIB complex
79447,YNL039W,RNA polymerase III preinitiation complex assembly
79448,YNL039W,TFIIIC-class transcription factor complex binding
79449,YNL038W,membrane
79450,YNL038W,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
79451,YNL038W,GPI anchor biosynthetic process
79452,YNL038W,phosphatidylinositol N-acetylglucosaminyltransferase activity
79453,YNL038W,GPI anchor biosynthetic process
79454,YNL038W,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
79455,YNL038W,transferase activity
79456,YNL038W,glycosyltransferase activity
79457,YNL038W,phosphatidylinositol N-acetylglucosaminyltransferase activity
79458,YNL038W,GPI anchor biosynthetic process
79459,YNL038W,GPI anchor biosynthetic process
79460,YNL038W,membrane
79461,YNL038W,membrane
79462,YNL038W,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
79463,YNL038W,GPI anchor biosynthetic process
79464,YNL037C,mitochondrial matrix
79465,YNL037C,tricarboxylic acid cycle
79466,YNL037C,isocitrate metabolic process
79467,YNL037C,glutamate biosynthetic process
79468,YNL037C,mitochondrial isocitrate dehydrogenase complex (NAD+)
79469,YNL037C,mitochondrial nucleoid
79470,YNL037C,isocitrate dehydrogenase (NAD+) activity
79471,YNL037C,catalytic activity
79472,YNL037C,oxidoreductase activity
79473,YNL037C,mitochondrion
79474,YNL037C,RNA binding
79475,YNL037C,tricarboxylic acid cycle
79476,YNL037C,mitochondrion
79477,YNL037C,isocitrate dehydrogenase (NAD+) activity
79478,YNL037C,metal ion binding
79479,YNL037C,mitochondrion
79480,YNL037C,mitochondrion
79481,YNL037C,NAD binding
79482,YNL037C,tricarboxylic acid cycle
79483,YNL037C,oxidoreductase activity
79484,YNL037C, acting on the CH-OH group of donors
79485,YNL037C, NAD or NADP as acceptor
79486,YNL037C,magnesium ion binding
79487,YNL037C,metabolic process
79488,YNL037C,metabolic process
79489,YNL037C,tricarboxylic acid cycle
79490,YNL037C,isocitrate metabolic process
79491,YNL037C,mitochondrion
79492,YNL036W,carbonate dehydratase activity
79493,YNL036W,cellular response to oxidative stress
79494,YNL036W,carbonate dehydratase activity
79495,YNL036W,cellular response to carbon dioxide
79496,YNL036W,mitochondrial intermembrane space
79497,YNL036W,nucleus
79498,YNL036W,cytoplasm
79499,YNL036W,cytoplasm
79500,YNL036W,carbonate dehydratase activity
79501,YNL036W,lyase activity
79502,YNL036W,metal ion binding
79503,YNL036W,nucleus
79504,YNL036W,cytoplasm
79505,YNL036W,cytoplasm
79506,YNL036W,mitochondrion
79507,YNL036W,mitochondrial intermembrane space
79508,YNL036W,carbonate dehydratase activity
79509,YNL036W,carbonate dehydratase activity
79510,YNL036W,carbonate dehydratase activity
79511,YNL036W,zinc ion binding
79512,YNL036W,zinc ion binding
79513,YNL036W,zinc ion binding
79514,YNL036W,carbon utilization
79515,YNL036W,zinc ion binding
79516,YNL036W,nucleus
79517,YNL036W,carbonate dehydratase activity
79518,YNL036W,cellular response to carbon dioxide
79519,YNL036W,cellular response to oxidative stress
79520,YNL036W,cytoplasm
79521,YNL035C,molecular_function
79522,YNL035C,biological_process
79523,YNL035C,nucleus
79524,YNL035C,cytosol
79525,YNL035C,nucleus
79526,YNL035C,nucleus
79527,YNL034W,molecular_function
79528,YNL034W,cellular_component
79529,YNL034W,sexual sporulation resulting in formation of a cellular spore
79530,YNL033W,molecular_function
79531,YNL033W,biological_process
79532,YNL033W,cellular_component
79533,YNL033W,plasma membrane
79534,YNL033W,plasma membrane
79535,YNL033W,membrane
79536,YNL032W,inositol-5-diphosphate-1
79537,YNL032W,2
79538,YNL032W,3
79539,YNL032W,4
79540,YNL032W,6-pentakisphosphate diphosphatase activity
79541,YNL032W,inositol-5-diphosphate-1
79542,YNL032W,2
79543,YNL032W,3
79544,YNL032W,4
79545,YNL032W,6-pentakisphosphate diphosphatase activity
79546,YNL032W,inositol-5-diphosphate-1
79547,YNL032W,2
79548,YNL032W,3
79549,YNL032W,4
79550,YNL032W,6-pentakisphosphate diphosphatase activity
79551,YNL032W,inositol-5-diphosphate-1
79552,YNL032W,2
79553,YNL032W,3
79554,YNL032W,4
79555,YNL032W,6-pentakisphosphate diphosphatase activity
79556,YNL032W,inositol-1
79557,YNL032W,5-bisdiphosphate-2
79558,YNL032W,3
79559,YNL032W,4
79560,YNL032W,6-tetrakisphosphate 5-diphosphatase activity
79561,YNL032W,inositol-1
79562,YNL032W,5-bisdiphosphate-2
79563,YNL032W,3
79564,YNL032W,4
79565,YNL032W,6-tetrakisphosphate 5-diphosphatase activity
79566,YNL032W,protein tyrosine/serine/threonine phosphatase activity
79567,YNL032W,protein dephosphorylation
79568,YNL032W,inositol-5-diphosphate-1
79569,YNL032W,3
79570,YNL032W,4
79571,YNL032W,6-tetrakisphosphate diphosphatase activity
79572,YNL032W,inositol-5-diphosphate-1
79573,YNL032W,3
79574,YNL032W,4
79575,YNL032W,6-tetrakisphosphate diphosphatase activity
79576,YNL032W,actin filament organization
79577,YNL032W,cytoplasm
79578,YNL032W,cytosol
79579,YNL032W,diphosphoinositol polyphosphate metabolic process
79580,YNL032W,phosphoprotein phosphatase activity
79581,YNL032W,diphosphoinositol-polyphosphate diphosphatase activity
79582,YNL032W,hydrolase activity
79583,YNL032W,cytoplasm
79584,YNL032W,cytoplasm
79585,YNL032W,phosphatase activity
79586,YNL032W,phosphatase activity
79587,YNL032W,dephosphorylation
79588,YNL032W,inositol diphosphate tetrakisphosphate diphosphatase activity
79589,YNL032W,phosphatase activity
79590,YNL032W,cytoplasm
79591,YNL031C,nucleosome
79592,YNL031C,DNA binding
79593,YNL031C,DNA binding
79594,YNL031C,cellular anatomical entity
79595,YNL031C,DNA binding
79596,YNL031C,rRNA transcription
79597,YNL031C,sexual sporulation resulting in formation of a cellular spore
79598,YNL031C,global genome nucleotide-excision repair
79599,YNL031C,replication fork protection complex
79600,YNL031C,CENP-A containing nucleosome
79601,YNL031C,nucleus
79602,YNL031C,intracellular copper ion homeostasis
79603,YNL031C,cupric reductase activity
79604,YNL031C,cupric reductase activity
79605,YNL031C,aerobic respiration
79606,YNL031C,DNA binding
79607,YNL031C,nucleosome
79608,YNL031C,nucleus
79609,YNL031C,nucleus
79610,YNL031C,chromosome
79611,YNL031C,chromosome
79612,YNL031C,chromatin organization
79613,YNL031C,protein heterodimerization activity
79614,YNL031C,structural constituent of chromatin
79615,YNL031C,nucleosome
79616,YNL030W,nucleosome
79617,YNL030W,DNA binding
79618,YNL030W,nucleus
79619,YNL030W,nucleus
79620,YNL030W,chromosome
79621,YNL030W,chromosome
79622,YNL030W,cellular anatomical entity
79623,YNL030W,DNA binding
79624,YNL030W,replication fork protection complex
79625,YNL030W,nucleosome
79626,YNL030W,protein heterodimerization activity
79627,YNL030W,chromatin organization
79628,YNL030W,structural constituent of chromatin
79629,YNL030W,nucleosome
79630,YNL030W,DNA binding
79631,YNL030W,DNA binding
79632,YNL029C,mannosyltransferase activity
79633,YNL029C,mannosyltransferase activity
79634,YNL029C,mannosyltransferase activity
79635,YNL029C,mannosylation
79636,YNL029C,Golgi apparatus
79637,YNL029C,Golgi apparatus
79638,YNL029C,Golgi apparatus
79639,YNL029C,endoplasmic reticulum
79640,YNL029C,transferase activity
79641,YNL029C,glycosyltransferase activity
79642,YNL029C,membrane
79643,YNL029C,membrane
79644,YNL029C,mannosyltransferase activity
79645,YNL029C,protein glycosylation
79646,YNL029C,membrane
79647,YNL029C,Golgi apparatus
79648,YNL029C,mannosylation
79649,YNL029C,cell wall mannoprotein biosynthetic process
79650,YNL029C,alpha-1
79651,YNL029C,2-mannosyltransferase activity
79652,YNL029C,protein N-linked glycosylation
79653,YNL027W,cis-regulatory region sequence-specific DNA binding
79654,YNL027W,cell wall chitin biosynthetic process
79655,YNL027W,positive regulation of transcription by RNA polymerase II
79656,YNL027W,positive regulation of transcription by RNA polymerase II
79657,YNL027W,monoatomic ion homeostasis
79658,YNL027W,monoatomic ion homeostasis
79659,YNL027W,positive regulation of transcription by RNA polymerase II
79660,YNL027W,cellular response to blue light
79661,YNL027W,positive regulation of cellular response to drug
79662,YNL027W,DNA-binding transcription activator activity
79663,YNL027W, RNA polymerase II-specific
79664,YNL027W,DNA-binding transcription activator activity
79665,YNL027W, RNA polymerase II-specific
79666,YNL027W,nucleus
79667,YNL027W,cytoplasm
79668,YNL027W,positive regulation of transcription by RNA polymerase II
79669,YNL027W,positive regulation of transcription by RNA polymerase II
79670,YNL027W,positive regulation of transcription by RNA polymerase II
79671,YNL027W,positive regulation of transcription by RNA polymerase II
79672,YNL027W,sequence-specific DNA binding
79673,YNL027W,positive regulation of transcription by RNA polymerase II
79674,YNL027W,positive regulation of transcription by RNA polymerase II
79675,YNL027W,positive regulation of transcription by RNA polymerase II
79676,YNL027W,positive regulation of transcription by RNA polymerase II
79677,YNL027W,positive regulation of transcription by RNA polymerase II
79678,YNL027W,positive regulation of transcription by RNA polymerase II
79679,YNL027W,zinc ion binding
79680,YNL027W,positive regulation of transcription by RNA polymerase II
79681,YNL027W,positive regulation of transcription by RNA polymerase II
79682,YNL027W,positive regulation of transcription by RNA polymerase II
79683,YNL027W,DNA binding
79684,YNL027W,metal ion binding
79685,YNL027W,nucleus
79686,YNL027W,nucleus
79687,YNL027W,cytoplasm
79688,YNL027W,cytoplasm
79689,YNL026W,mitochondrial outer membrane
79690,YNL026W,protein transmembrane transporter activity
79691,YNL026W,protein insertion into mitochondrial outer membrane
79692,YNL026W,protein insertion into mitochondrial outer membrane
79693,YNL026W,SAM complex
79694,YNL026W,mitochondrion
79695,YNL026W,mitochondrion
79696,YNL026W,mitochondrion
79697,YNL026W,mitochondrion
79698,YNL026W,mitochondrial outer membrane
79699,YNL026W,protein transport
79700,YNL026W,mitochondrion
79701,YNL026W,mitochondrial outer membrane
79702,YNL026W,mitochondrial outer membrane
79703,YNL026W,membrane
79704,YNL026W,protein-containing complex assembly
79705,YNL026W,outer membrane
79706,YNL026W,protein-containing complex assembly
79707,YNL026W,protein insertion into mitochondrial outer membrane
79708,YNL025C,cyclin-dependent protein serine/threonine kinase regulator activity
79709,YNL025C,positive regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle
79710,YNL025C,positive regulation of transcription by RNA polymerase II
79711,YNL025C,mediator complex
79712,YNL025C,RNA polymerase II core promoter sequence-specific DNA binding
79713,YNL025C,RNA polymerase II core promoter sequence-specific DNA binding
79714,YNL025C,RNA polymerase II core promoter sequence-specific DNA binding
79715,YNL025C,RNA polymerase II core promoter sequence-specific DNA binding
79716,YNL025C,negative regulation of transcription by RNA polymerase II
79717,YNL025C,positive regulation of transcription by galactose
79718,YNL025C,mediator complex
79719,YNL025C,regulation of nitrogen compound metabolic process
79720,YNL025C,regulation of macromolecule metabolic process
79721,YNL025C,regulation of primary metabolic process
79722,YNL025C,nucleus
79723,YNL025C,nucleus
79724,YNL025C,cyclin-dependent protein serine/threonine kinase regulator activity
79725,YNL025C,regulation of transcription by RNA polymerase II
79726,YNL025C,cyclin-dependent protein serine/threonine kinase regulator activity
79727,YNL025C,positive regulation of transcription by RNA polymerase II
79728,YNL025C,mediator complex
79729,YNL025C,nucleus
79730,YNL025C,cyclin-dependent protein serine/threonine kinase regulator activity
79731,YNL024C-A,intracellular transport
79732,YNL024C-A,Golgi apparatus
