locus_tag,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change
ZMO1_ZMO1684,ZMO1_ZMO1684,CP023715.1,1731719.0,1732879.0,+,phosphoserine aminotransferase,Amino acid transport and metabolism,[],Q5NLV2,map00260;map00680;map00750;map01100;map01120;map01130;map01200;map01230,2.6.1.52,-2.90709247039897,-2.26454766800699,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,0.977696171246418,0.9781145340877606,0.9467043954918615,0.9478415781562213,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.642714835060833,1.8092908861053993,1.5987380355361402,1.0,1.469766608618886,1.43739247192706,1.4173021279989277
ZMO1_ZMO1685,ZMO1_ZMO1685,CP023715.1,1732951.0,1734534.0,+,D-3-phosphoglycerate dehydrogenase,Amino acid transport and metabolism,[],Q5NLV1,map00260;map00680;map01100;map01120;map01130;map01200;map01230,"1.1.1.399,1.1.1.95",0.0,0.0,C-terminal cystine knot signature.;SignalP-TM,,,,,0.9776961712464207,0.9781145340879311,0.9467043954918352,0.9478415781562262,[],1.0,1.545943593282749,1.644356293466385,1.75899269793402,1.0,1.4021923571263586,1.506403866435246,1.7079694721555636
ZMO1_ZMO1686,ZMO1_ZMO1686,CP023715.1,1734731.0,1735846.0,+,ATP phosphoribosyltransferase regulatory subunit HisZ,Amino acid transport and metabolism,[],Q5NLV0,map00340;map01100;map01110;map01230,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.7733262688171838,0.7252580998784854,0.6550122901011617,1.0,0.7817837725316021,0.6724889138094,0.6528588197168563
ZMO1_ZMO1687,ZMO1_ZMO1687,CP023715.1,1735911.0,1737200.0,+,adenylosuccinate synthase,Nucleotide transport and metabolism,[],Q5NLU9,map00230;map00250;map01100,6.3.4.4,0.0,0.0,,,,,,3.259399899437988e-13,2.0169733851884975e-12,4.2181136529621926e-13,5.145306252136817e-13,[],1.0,0.9434384234549602,0.8301894664091409,0.7266535228467608,1.0,0.7764152018925341,0.6571519807244266,0.5721449233167423
ZMO1_ZMO1688,ZMO1_ZMO1688,CP023715.1,1737290.0,1738114.0,-,folate-binding protein YgfZ,Function unknown,[],Q5NLU8,,,-1.16861370893237,-1.13533838442208,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9405212042058252,0.8623561599244,0.796754289680666,1.0,0.9219478906788033,0.8331215830665795,0.8089116040751846
ZMO1_ZMO1689,ZMO1_ZMO1689,CP023715.1,1738158.0,1739498.0,+,multifunctional complex type dihydroorotase,Nucleotide transport and metabolism,[],Q5NLU7,map00240;map01100,3.5.2.3,-2.31149763710323,-2.26166448008703,SignalP-TM,,,,,0.0,0.0,1.6185793235210474e-15,0.0,[],1.0,1.1050109430557526,1.1090256857430665,0.987258608504459,1.0,1.0424779508743045,1.06651934959232,0.9152775241489866
ZMO1_ZMO1690,ZMO1_ZMO1690,CP023715.1,1739947.0,1740888.0,+,chaperone DnaJ domain protein,"Post-translational modification, protein turnover, and chaperones","['ZMO1061', 'ZMO1206', 'ZMO1412', 'ZMO1787', 'ZMO1793']",Q5NLU6,,,-1.95000601254543,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0602439681181066,1.2135313889927155,1.2375014702271294,1.0,1.0425336398004246,1.1698729849432683,1.0388546250197537
ZMO1_ZMO1691,ZMO1_ZMO1691,CP023715.1,1741169.0,1742191.0,+,YihY/virulence factor BrkB family protein,Function unknown,[],Q5NLU5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.8824257904123204,1.3791841037425523,1.0555559761201683,1.0,1.6054248133550661,2.574150623209338,1.4218601008648317
ZMO1_ZMO1692,ZMO1_ZMO1692,CP023715.1,1742214.0,1743020.0,+,enoyl-[acyl-carrier-protein] reductase FabI,Lipid transport and metabolism,[],Q5NLU4,map00061;map00333;map00780;map01100;map01130;map01212,"1.3.1.10,1.3.1.9",0.0,0.0,,,,,,0.9999999999999742,0.9999999999999474,0.9999999999999494,0.9999999999994008,[],1.0,0.9326613308001198,0.8634483287751247,0.7996662979472415,1.0,0.9896267282244812,0.8632896831509174,0.8037651520390741
ZMO1_ZMO1693,ZMO1_ZMO1693,CP023715.1,1743017.0,1744093.0,+,chorismate synthase,Amino acid transport and metabolism,[],Q5NLU3,map00400;map01100;map01110;map01130;map01230,4.2.3.5,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.9194234481150898,0.9041282140725901,0.8341754235764506,1.0,0.9824492301415649,0.8495775152040953,0.8335186559046005
ZMO1_ZMO1694,ZMO1_ZMO1694,CP023715.1,1744172.0,1746652.0,-,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,"['ZMO0199', 'ZMO0373', 'ZMO1697']",Q5NLU2,,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,,,,,[],1.0,0.6641791532711387,0.6092907624723604,0.6668855689059361,1.0,0.6135952504326333,0.5965293730601225,0.6588432988065999
ZMO1_ZMO1695,ZMO1_ZMO1695,CP023715.1,1746916.0,1747455.0,-,L%2CD-peptidoglycan transpeptidase YkuD,Function unknown,[],Q5NLU1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1696,ZMO1_ZMO1696,CP023715.1,1747613.0,1748629.0,-,putative NADPH:quinone reductase-related Zn-dependent oxidoreductase,Energy production and conversion,['ZMO1574'],Q5NLU0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.9421617856921974,0.8294602348148213,0.7319196950234551,1.0,0.9175286344039454,0.8961973442743749,0.7434235170925507
ZMO1_ZMO1697,ZMO1_ZMO1697,CP023715.1,1748744.0,1749088.0,+,HxlR family transcriptional regulator,Transcription,"['ZMO0199', 'ZMO1412', 'ZMO1697', 'ZMO1787']",Q5NLT9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.3870185421651421,0.5509508550674178,0.9099848492688796,1.0,0.585111129764802,1.3844453631564144,1.750586501307843
ZMO1_ZMO1698,ZMO1_ZMO1698,CP023715.1,1749267.0,1750361.0,-,GTP cyclohydrolase II,Coenzyme transport and metabolism,[],Q5NLT8,map00740;map00790;map01100;map01110;map02024,3.5.4.25,0.0,0.0,SignalP-TM,,,,,9.9878318446969e-11,7.444396485145246e-13,0.0,2.450313657320532e-12,[],1.0,0.8051410421214567,0.8944929673020624,1.0136872356866684,1.0,0.8404555193504919,1.0171440502676283,0.9880694314387588
ZMO1_ZMO1699,ZMO1_ZMO1699,CP023715.1,1750354.0,1751148.0,-,exodeoxyribonuclease III XthA,"Replication, recombination and repair",[],Q5NLT7,map03410,3.1.11.2,0.0,0.0,SignalP-TM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.696215272115658,0.6930012921814075,0.7839440789650682,1.0,0.7827987837023257,0.8067926452094244,0.9277440067952176
ZMO1_ZMO1700,ZMO1_ZMO1700,CP023715.1,1751820.0,1752248.0,+,uncharacterized protein,No COG annotation,"['ZMO0781', 'ZMO0940', 'ZMO1206', 'ZMO1336', 'ZMO1412', 'ZMO1511', 'ZMO1574', 'ZMO1793']",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.3716560346077171,1.4388088923648163,1.5932228789152556,1.0,1.7953737425064031,1.6372756672012683,2.0215164263532484
ZMO1_ZMO1701,ZMO1_ZMO1701,CP023715.1,1752254.0,1752922.0,-,outer membrane lipoprotein carrier protein LolA,Cell wall/membrane/envelope biogenesis,"['ZMO0023', 'ZMO1787']",Q5NLT5,,,-1.04558865548086,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9402905801528055,0.6878139220328057,0.21360178507576796,1.0,0.934092364660323,0.555272520245056,0.17905279149264333
ZMO1_ZMO1702,ZMO1_ZMO1702,CP023715.1,1753021.0,1755429.0,-,DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning",[],,,,-3.42713159416405,-2.08481976556329,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.7783796364550758,0.6144101492405414,0.7055904186829935,1.0,0.6685883718856481,0.5435789205277524,0.6129340904555001
ZMO1_ZMO1703,ZMO1_ZMO1703,CP023715.1,1755613.0,1756830.0,+,ubiquinone biosynthesis hydroxylase UbiH/UbiF/VisC/COQ6 family,Energy production and conversion,"['ZMO0940', 'ZMO0940', 'ZMO1697', 'ZMO1787']",Q5NLT3,map00130;map01100;map01110,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,0.9999999999999885,0.99999999999996,0.9999999999999785,0.999999999999999,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0060680776862077,1.116406834302126,1.27656367316714,1.0,0.9756986705217746,1.0758541831198016,1.286308274806671
ZMO1_ZMO1704,ZMO1_ZMO1704,CP023715.1,1756871.0,1757515.0,-,ATP-dependent protease La (LON) substrate-binding domain,Function unknown,[],Q5NLT2,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.1357943986818726,1.4917033512076334,2.8315559425574803,1.0,1.2794176105668442,1.864903771296498,2.6489773543107544
ZMO1_ZMO1705,ZMO1_ZMO1705,CP023715.1,1757515.0,1758429.0,-,thioredoxin domain-containing protein,"Post-translational modification, protein turnover, and chaperones",['ZMO1126'],Q5NLT1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.4617702491384024,2.37891259199734,2.702452259135462,1.0,1.86841600796075,2.4192688935586286,2.68603102800166
ZMO1_ZMO1707,ZMO1_ZMO1707,CP023715.1,1758665.0,1759252.0,+,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,[],Q5NLS9,map00240;map01100,2.4.2.10,0.0,0.0,SignalP-TM,,,,,4.807161874097814e-16,3.631796650355435e-15,1.8749798101972874e-15,8.497010011828562e-16,[],1.0,0.9694709964196,0.8748144791148572,0.8690255430654387,1.0,0.8982752145519147,0.7481136773169674,0.939749162514632
ZMO1_ZMO1708,ZMO1_ZMO1708,CP023715.1,1759274.0,1760044.0,+,pyridoxal phosphate biosynthetic protein PdxJ,Coenzyme transport and metabolism,[],Q5NLS8,map00750;map01100,2.6.99.2,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999616,0.9999999999998994,0.9999999999999732,1.0000000000000013,[],1.0,1.1384384972478674,1.4517269741106986,1.5083734079669298,1.0,1.3546350672346483,1.8758637455126113,1.8841159726094505
ZMO1_ZMO1709,ZMO1_ZMO1709,CP023715.1,1760041.0,1760445.0,+,Holo-[acyl-carrier-protein] synthase,Lipid transport and metabolism,[],Q5NLS7,map00770,2.7.8.7,-4.2662317347907,-2.76520272374651,SignalP-TM,,,,,0.9999999999999876,1.0000000000000764,0.9999999999999338,0.999999999999988,[],1.0,0.8294589723970442,0.7983152348903424,0.8813584001214548,1.0,0.9683661231317118,0.8244497660624488,1.0939001448438774
ZMO1_ZMO1710,ZMO1_ZMO1710,CP023715.1,1760501.0,1761379.0,+,signal peptidase I,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NLS6,map02024;map03060,3.4.21.89,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0247968727642291,1.0219552263331282,1.1603805635364564,1.0,1.0613335750054278,1.1294284308852438,1.3627436343328378
ZMO1_ZMO1711,ZMO1_ZMO1711,CP023715.1,1761389.0,1762507.0,+,AI-2E family transporter,Function unknown,"['ZMO0199', 'ZMO1787']",Q5NLS5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.6898027801354725,0.932109315483395,1.232452316757879,1.0,0.7817067736638068,0.9021084387480692,1.2406130446169172
ZMO1_ZMO1712,ZMO1_ZMO1712,CP023715.1,1762586.0,1763143.0,-,peptidylprolyl isomerase FKBP-type,"Post-translational modification, protein turnover, and chaperones","['ZMO0373', 'ZMO1787', 'ZMO1857']",Q5NLS4,,5.2.1.8,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.51344169804837,0.48588219724828047,0.34771957080008914,1.0,0.49189529918741665,0.43469871996188,0.29675941682120016
ZMO1_ZMO1713,ZMO1_ZMO1713,CP023715.1,1763423.0,1763629.0,-,ribosomal protein S21,"Translation, ribosomal structure and biogenesis",[],Q5NLS3,map03010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.48832768317259073,0.44114729274561887,0.4835203443416247,1.0,0.27229836094762616,0.3431922667726681,0.4156874348670864
ZMO1_ZMO2025,ZMO1_ZMO2025,CP023715.1,1763958.0,1764380.0,-,biopolymer transport protein ExbD/TolR,"Intracellular trafficking, secretion, and vesicular transport",[],D9PNM7,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.3242670149927478,1.4423582605300664,1.4830854925169303,1.0,1.3148835824160447,1.311875991541282,1.4417692116918954
ZMO1_ZMO1715,ZMO1_ZMO1715,CP023715.1,1764433.0,1764924.0,-,biopolymer transport protein ExbD/TolR,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NLS1,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.1787625704973312,1.3289328128683424,1.405473860663029,1.0,0.9509296163998935,0.9204138833288875,1.0560953184813082
ZMO1_ZMO1716,ZMO1_ZMO1716,CP023715.1,1765051.0,1765794.0,-,MotA/TolQ/ExbB proton channel,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NLS0,,,0.0,-1.08304608470082,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,1.1313650280009175,1.2754477604906354,1.4947436730745982,1.0,1.0137539579277632,1.058258143836214,1.270233730953436
ZMO1_ZMO1717,ZMO1_ZMO1717,CP023715.1,1765971.0,1766702.0,-,TonB family protein,Cell wall/membrane/envelope biogenesis,[],Q5NLR9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0676412006742173,1.1685648331219272,1.196456326601751,1.0,0.9857842865890233,1.0044394442386775,1.0232364734376485
ZMO1_ZMO1718,ZMO1_ZMO1718,CP023715.1,1767059.0,1767916.0,+,uncharacterized protein,No COG annotation,"['ZMO0940', 'ZMO1336', 'ZMO1412', 'ZMO1793']",Q5NLR8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.32584218866168,1.0575403881107417,0.48816643707809476,1.0,1.149734223071371,0.8715731348981269,0.3870470271460725
ZMO1_ZMO1719,ZMO1_ZMO1719,CP023715.1,1768625.0,1769530.0,+,fructokinase,Carbohydrate transport and metabolism,[],Q03417,map00051;map00500;map00520;map01100,2.7.1.4,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.9999999999999566,0.9999999999999848,0.9999999999999784,1.0000000000000115,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.0907302102922871,1.0353999204564004,0.9552678508839691,1.0,1.0071626959301936,1.0265520117047144,0.9236426276481106
ZMO1_ZMO1720,ZMO1_ZMO1720,CP023715.1,1769735.0,1770112.0,-,DNA-directed RNA polymerase omega subunit,Transcription,[],Q5NLR6,map00230;map00240;map01100;map03020,2.7.7.6,-1.54163825211568,-2.30414252005941,SignalP-TM,,,,,,,,,[],1.0,0.9157089704020833,0.8162385791205282,0.7935504502881928,1.0,0.8629329774735908,0.8657889194434343,0.8308232508073661
ZMO1_ZMO1721,ZMO1_ZMO1721,CP023715.1,1770293.0,1770679.0,-,glyoxalase/bleomycin resistance protein dioxygenase,Energy production and conversion,[],Q5NLR5,map00620,4.4.1.5,0.0,0.0,SignalP-TM,,,,,1.000000000000012,0.9999999999999855,0.9999999999999883,1.0000000000000553,[],1.0,1.1005840938208893,1.3803331265425727,1.4032331102008793,1.0,1.265739166305689,1.482875089427688,1.2892234985271986
ZMO1_ZMO1722,ZMO1_ZMO1722,CP023715.1,1770721.0,1771830.0,-,Zn-dependent alcohol dehydrogenases class III,Energy production and conversion,[],Q5NLR4,map00010;map00071;map00350;map00625;map00626;map00680;map00830;map00980;map00982;map01100;map01110;map01120;map01130;map01200;map01220;map05204,"1.1.1.1,1.1.1.284",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.7877592295140818,0.7444719475021944,0.9999999999999685,0.9999999999999887,['MogR_Listeria_monocytogenes'],1.0,0.9327923207489845,0.8171058231606485,0.7685247211510963,1.0,0.8972525181758675,0.8277243711453213,0.8453384695922704
ZMO1_ZMO1723,ZMO1_ZMO1723,CP023715.1,1771904.0,1772662.0,-,laccase,Function unknown,"['ZMO1126', 'ZMO1857']",Q5NLR3,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.9929801499812261,0.8875443725457828,0.8035358762335865,1.0,1.0498346017756637,0.849633809817366,0.9411490999444111
ZMO1_ZMO2026,ZMO1_ZMO2026,CP023715.1,1772659.0,1773102.0,-,uncharacterized protein,No COG annotation,"['ZMO1126', 'ZMO1697', 'ZMO1697', 'ZMO1787', 'ZMO1787']",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.892879967302754,0.9554680181098751,0.6716468321310135,1.0,1.0730817210814532,1.0788125698666247,0.9172172387175093
ZMO1_ZMO1724,ZMO1_ZMO1724,CP023715.1,1773199.0,1774479.0,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,[],Q5NLR2,map00520;map00550;map01100,2.5.1.7,0.0,0.0,SignalP-TM,,,,,1.0000000000000222,0.999999999999848,0.9999999999999671,0.9999999999999939,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.7694985030201078,0.7362175678543564,0.8871202212090339,1.0,0.8002180521297041,0.8689616268561939,1.0014686737683016
ZMO1_ZMO1725,ZMO1_ZMO1725,CP023715.1,1774584.0,1774907.0,-,ATP-dependent Clp protease adaptor protein ClpS,Function unknown,"['ZMO1206', 'ZMO1697', 'ZMO1787']",Q5NLR1,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.748831640974231,0.5817291180840514,0.5438520256844916,1.0,0.8148441275150449,0.6635174919907627,0.7607502106485786
ZMO1_ZMO1727,ZMO1_ZMO1727,CP023715.1,1775245.0,1776456.0,+,aminotransferase class I and II,Amino acid transport and metabolism,[],Q5NLQ9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9959381574033065,0.9960157415990043,0.9960296596297431,0.9961186907649935,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9583727544316861,0.7164124549754953,0.6899532749965205,1.0,1.069735020002041,0.8196669784804403,1.1093507796151723
ZMO1_ZMO1728,ZMO1_ZMO1728,CP023715.1,1776460.0,1776945.0,-,uncharacterized protein,No COG annotation,"['ZMO0940', 'ZMO0940', 'ZMO1336', 'ZMO1412', 'ZMO1697', 'ZMO1787']",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.7042866961110327,0.4242775284317696,0.11396501831993089,1.0,0.4948690349298599,0.29506595534485675,0.07553012149410175
ZMO1_ZMO1729,ZMO1_ZMO1729,CP023715.1,1777066.0,1777410.0,-,hypothetical protein,Function unknown,"['ZMO1697', 'ZMO1787']",Q5NLQ7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'RofA_Streptococcus_pyogenes']",1.0,1.2407705173022632,1.0980122174983995,0.9827121911849085,1.0,1.2194497668388782,1.2289778143053585,1.2953594145983955
ZMO1_ZMO1730,ZMO1_ZMO1730,CP023715.1,1777407.0,1778180.0,-,serine O-acetyltransferase,Amino acid transport and metabolism,[],Q5NLQ6,map00270;map00920;map01100;map01110;map01120;map01200;map01230;map05111,2.3.1.30,-3.75789515249621,-1.87435921942233,SignalP-TM,,,,,1.753449788178479e-14,2.2263641908319723e-14,6.934209096164279e-15,5.896968766828739e-15,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.6953229131151832,0.774320717906608,0.8146891646732966,1.0,0.6316630490030204,0.7593244769360291,0.8309662739835384
ZMO1_ZMO1732,ZMO1_ZMO1732,CP023715.1,1778525.0,1779067.0,-,alkyl hydroperoxide reductase,"Post-translational modification, protein turnover, and chaperones",[],Q5NLQ4,map04214,1.11.1.15,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.3913043695146174,1.4524096889431235,1.4705952249843817,1.0,1.1416949744145994,1.1616724845153388,1.1357390573540451
ZMO1_ZMO1733,ZMO1_ZMO1733,CP023715.1,1779259.0,1780200.0,+,transcriptional regulator OxyR,Transcription,[],Q5NLQ3,map02026,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.2504169386109778,1.2321445683252004,1.2247398617833292,1.0,1.1663297079809023,1.0149706102834766,1.2365096228201524
ZMO1_ZMO1734,ZMO1_ZMO1734,CP023715.1,1780553.0,1781740.0,+,uncharacterized protein,Cell wall/membrane/envelope biogenesis,"['ZMO0774', 'ZMO1336']",Q5NLQ2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9845881604096338,0.9352760891108054,1.058051312570224,1.0,0.9396791195468819,1.0308779890879183,1.064665385728677
ZMO1_ZMO1735,ZMO1_ZMO1735,CP023715.1,1781751.0,1782836.0,-,glycosyl transferase family 1,Cell wall/membrane/envelope biogenesis,"['ZMO0940', 'ZMO1697', 'ZMO1697', 'ZMO1787']",Q5NLQ1,map00500;map01100,2.4.1.11,0.0,0.0,Integrins beta chain EGF (I-EGF) domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9125577876081733,1.053365084016344,1.2348483052353454,1.0,0.8556882956859369,0.9708703092573504,1.1453557722969407
ZMO1_ZMO1738,ZMO1_ZMO1738,CP023715.1,1783092.0,1783892.0,-,LytTR family two component transcriptional regulator,Signal transduction mechanisms,"['ZMO1697', 'ZMO1787', 'ZMO1787']",Q5NLP8,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.0965626923053162,1.128249014189957,1.4295968153818257,1.0,0.9865362493861555,1.1452696171060273,1.244312127544155
ZMO1_ZMO1739,ZMO1_ZMO1739,CP023715.1,1783894.0,1785132.0,-,signal transduction histidine kinase LytS,Signal transduction mechanisms,['ZMO0100'],Q5NLP7,,,0.0,0.0,"Expansin, family-45 endoglucanase-like domain profile.;SignalP-TM",,,,,,,,,[],1.0,0.7100859638375944,0.6138570124883677,0.7676371706077346,1.0,0.6188791007817771,0.6771850259350208,0.8278271290692839
ZMO1_ZMO1740,ZMO1_ZMO1740,CP023715.1,1785277.0,1785549.0,-,DUF3297 domain-containing protein,Function unknown,"['ZMO1787', 'ZMO1857', 'ZMO1857']",Q5NLP6,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0418254050068851,1.0059858451250772,0.7687633886168632,1.0,1.0230462680482684,0.8836735594571752,0.7991890066826535
ZMO1_ZMO1741,ZMO1_ZMO1741,CP023715.1,1785602.0,1787410.0,-,GTP-binding elongation factor 4 LepA,Cell wall/membrane/envelope biogenesis,[],Q5NLP5,map05134,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7915150477044497,0.69494749008167,0.7279493635696505,1.0,0.7532212369625118,0.7271447723605013,0.8576201356634534
ZMO1_ZMO1743,ZMO1_ZMO1743,CP023715.1,1787516.0,1788424.0,-,bis(5'nucleosyl)-tetraphosphatase ApaH,Signal transduction mechanisms,[],Q5NLP3,,3.1.3.16,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7410837998005275,0.5502934113139397,0.5029591237167059,1.0,0.6496775153706201,0.5214204202042524,0.4790544124111338
ZMO1_ZMO1745,ZMO1_ZMO1745,CP023715.1,1788650.0,1791262.0,-,methionine synthase MetH2,Amino acid transport and metabolism,[],Q5NLP1,map00270;map00450;map00670;map01100;map01110;map01230,2.1.1.13,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.5137765580123223e-16,9.601292220227764e-15,1.334088416071523e-16,1.8379050846904225e-17,[],1.0,0.7456998714963968,0.7396137481978303,0.8857431332845395,1.0,0.7749931827849017,0.8154747187183958,0.9141781754817466
ZMO1_ZMO1746,ZMO1_ZMO1746,CP023715.1,1791312.0,1792367.0,-,5-methyltetrahydrofolate--homocysteine methyltransferase MetH1,Amino acid transport and metabolism,[],Q5NLP0,map00270;map00450;map00670;map01100;map01110;map01230,2.1.1.13,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7437514946441978,0.6235860073261648,0.8166798910251769,1.0,0.6351767516834551,0.6580303669983019,0.807266175248974
