,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO1609,ZMO1_ZMO1609,CP023715.1,1653428.0,1654057.0,+,uncharacterized protein,No COG annotation,"ZMO0373,ZMO0774,ZMO1061,ZMO1857",Q5NM27,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.2146643,1.504766362,1.622039883,1.0,1.180973875,1.365775135,1.460301633,
ZMO1_ZMO1610,ZMO1_ZMO1610,CP023715.1,1654060.0,1654581.0,+,uncharacterized protein,No COG annotation,ZMO0373,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.256776559,1.474594002,1.502964603,1.0,1.057596071,1.126476925,1.193815816,
ZMO1_ZMO1611,ZMO1_ZMO1611,CP023715.1,1654636.0,1654971.0,+,uncharacterized protein,No COG annotation,ZMO1787,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.236602642,1.562553682,1.596773319,1.0,1.542892288,1.6104852,1.954665287,
ZMO1_ZMO1612,ZMO1_ZMO1612,CP023715.1,1655229.0,1655813.0,+,toluene tolerance family protein,"Secondary metabolites biosynthesis, transport, and catabolism","ZMO0774,ZMO1206,ZMO1697",H2VFL5,map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.671729194,0.398802651,0.169843825,1.0,0.558856428,0.391647248,0.153160995,['tetR_family_KO_1']
ZMO1_ZMO1614,ZMO1_ZMO1614,CP023715.1,1656153.0,1656791.0,-,rhomboid family intramembrane serine protease,Function unknown,,Q5NM22,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,['heat_response']
ZMO1_ZMO1615,ZMO1_ZMO1615,CP023715.1,1656808.0,1657284.0,-,transcription elongation factor GreA,Transcription,,O50237,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.086602121,0.962599535,0.847528987,1.0,0.952587904,0.840508404,0.785742454,
ZMO1_ZMO1617,ZMO1_ZMO1617,CP023715.1,1657366.0,1660698.0,-,carbamoyl-phosphate synthase large chain,Nucleotide transport and metabolism,,,map00240;map00250;map01100,6.3.5.5,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.23e-15,2.14e-15,1.92e-16,0.0,[],1.0,0.887446838,0.947439637,0.999999858,1.0,0.889270047,0.975550494,1.001258921,
ZMO1_ZMO1618,ZMO1_ZMO1618,CP023715.1,1660766.0,1661938.0,-,carbamoyl-phosphate synthase small subunit,Nucleotide transport and metabolism,,O50235,map00240;map00250;map01100,6.3.5.5,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.23e-15,2.14e-15,1.92e-16,0.0,['MogR_Listeria_monocytogenes'],1.0,1.024787116,1.130430971,1.470967549,1.0,0.906998411,1.12025855,1.119362531,
ZMO1_ZMO1619,ZMO1_ZMO1619,CP023715.1,1662190.0,1662648.0,+,GatB/YqeY domain-containing protein,Function unknown,ZMO1857,Q5NM17,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM",,,,,,,,,[],1.0,0.874113685,0.840494232,0.783411821,1.0,0.794710963,0.702259355,0.713829041,
ZMO1_ZMO1620,ZMO1_ZMO1620,CP023715.1,1662949.0,1663059.0,-,hypothetical protein,No COG annotation,ZMO1412,,,,0.0,0.0,Region of a membrane-bound protein predicted to be embedded in the membrane.;SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,"['membrane_cobalmin', 'unknown_4']"
ZMO1_ZMO1622,ZMO1_ZMO1622,CP023715.1,1663576.0,1665462.0,+,DNA primase,"Replication, recombination and repair",,Q5NM14,map03030,,0.0,0.0,Post-SET domain profile.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.636747092,0.530769202,0.619157364,1.0,0.547132261,0.527637707,0.592212487,
ZMO1_ZMO1623,ZMO1_ZMO1623,CP023715.1,1665463.0,1667478.0,+,RNA polymerase sigma 70 subunit RpoD,Transcription,,Q5NM13,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.837918409,0.881343992,1.095289359,1.0,0.844266597,0.957782773,1.074918871,
ZMO1_ZMO1624,ZMO1_ZMO1624,CP023715.1,1667563.0,1669077.0,-,ATP-binding protein,"Post-translational modification, protein turnover, and chaperones","ZMO0940,ZMO1412,ZMO1793",Q5NM12,,,0.0,0.0,,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.926176656,0.895368434,1.154635451,1.0,0.99540529,1.042279795,1.348501747,
ZMO1_ZMO1625,ZMO1_ZMO1625,CP023715.1,1669348.0,1669812.0,+,ribonuclease P protein component,"Translation, ribosomal structure and biogenesis",,Q5NM11,,3.1.26.5,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.853016666,0.768678788,0.835432491,1.0,0.679958678,0.694617537,0.778546863,
ZMO1_ZMO1626,ZMO1_ZMO1626,CP023715.1,1670039.0,1671778.0,+,YidC translocase/secretase,"Intracellular trafficking, secretion, and vesicular transport",,Q9RNL5,map02024;map03060;map03070,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.765563015,0.818614812,0.918150862,1.0,0.760583882,0.797319729,0.962827145,
ZMO1_ZMO1627,ZMO1_ZMO1627,CP023715.1,1671787.0,1672425.0,+,GTP-binding protein HSR1-related protein,"Cell cycle control, cell division, chromosome partitioning",,Q9RNL6,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.706820656,0.612862315,0.690471313,1.0,0.811680577,0.811836034,0.888757079,
ZMO1_ZMO1628,ZMO1_ZMO1628,CP023715.1,1672492.0,1674063.0,-,PepSY-associated TM helix domain-containing protein,Function unknown,,D2YW27,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.947769027,0.908089796,0.749622411,1.0,0.619931631,0.593596898,0.564631429,"['noise_3', 'unknown_7']"
ZMO1_ZMO1629,ZMO1_ZMO1629,CP023715.1,1674060.0,1674359.0,-,hypothetical protein,No COG annotation,,Q5NM07,,,0.0,0.0,2Fe-2S ferredoxin-type iron-sulfur binding region signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,['noise_3']
ZMO1_ZMO1630,ZMO1_ZMO1630,CP023715.1,1674356.0,1674625.0,-,hypothetical protein,No COG annotation,ZMO1697,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO1631,ZMO1_ZMO1631,CP023715.1,1674625.0,1676916.0,-,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,"ZMO0199,ZMO0774",Q5NM05,,,0.0,0.0,,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori', 'Zur_Corynebacterium_glutamicum']",1.0,1.484563847,0.353355712,0.323482898,1.0,0.808429664,4.006741948,1.920037835,['siderophore_receptor']
ZMO1_ZMO1632,ZMO1_ZMO1632,CP023715.1,1677205.0,1678335.0,+,succinyl-diaminopimelate desuccinylase,Amino acid transport and metabolism,,Q5NM04,map00300;map01100;map01120;map01230,3.5.1.18,-4.096203848,-2.72356903,SignalP-TM;SignalP-noTM,,,,,9.61e-16,1.99e-15,1.18e-16,1.36e-15,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori', 'Zur_Corynebacterium_glutamicum']",1.0,0.917305716,0.825284589,0.679332083,1.0,0.856291874,0.772379311,0.659777515,
ZMO1_ZMO1633,ZMO1_ZMO1633,CP023715.1,1678391.0,1678717.0,-,uncharacterized protein,No COG annotation,"ZMO1206,ZMO1412,ZMO1787",Q5NM03,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.709510618,0.37910731,0.694741512,1.0,1.069510059,0.510723323,0.966704216,
ZMO1_ZMO1634,ZMO1_ZMO1634,CP023715.1,1678782.0,1679468.0,-,Smr domain-containing protein,Function unknown,ZMO0373,Q5NM02,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.885605733,1.003916914,1.006372229,1.0,0.753689645,0.88159793,1.035870767,
ZMO1_ZMO2023,ZMO1_ZMO2023,CP023715.1,1679404.0,1680735.0,-,membrane-bound lytic murein transglycosylase MltA,Cell wall/membrane/envelope biogenesis,"ZMO0373,ZMO1206",D2N0X4,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.90104958,0.822677464,0.774118964,1.0,0.65832886,0.665708897,0.527160033,
ZMO1_ZMO1635,ZMO1_ZMO1635,CP023715.1,1680742.0,1681050.0,-,hypothetical protein,No COG annotation,"ZMO1697,ZMO1787",,,,0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],,,,,,,,,
ZMO1_ZMO1636,ZMO1_ZMO1636,CP023715.1,1681092.0,1681745.0,-,import inner membrane translocase subunit Tim44,Function unknown,"ZMO0023,ZMO0373,ZMO0940,ZMO1697,ZMO1787",Q5NM00,,,0.0,0.0,,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.235606883,1.21691229,1.155773412,1.0,1.214994293,1.001812962,1.139350787,['heat_response']
ZMO1_ZMO1638,ZMO1_ZMO1638,CP023715.1,1682212.0,1682706.0,+,protein-export protein SecB,"Intracellular trafficking, secretion, and vesicular transport",,Q9EZ97,map02024;map03060;map03070,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.225376022,1.242196803,1.124075611,1.0,1.118770086,1.162132106,1.038653719,
ZMO1_ZMO1639,murJ,CP023715.1,1682791.0,1684404.0,+,integral membrane protein MviN,Function unknown,ZMO0373,Q5NLZ7,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],1.0,0.944612006,1.311562737,0.849431367,1.0,0.341370896,0.297995341,0.234751863,['noise_5']
ZMO1_ZMO1640,ZMO1_ZMO1640,CP023715.1,1684425.0,1685450.0,+,tryptophanyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",,D2YW18,map00970,6.1.1.2,0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes']",1.0,0.976926021,0.872231013,0.765747907,1.0,0.947267037,0.803634588,0.763210163,['noise_5']
ZMO1_ZMO1641,ZMO1_ZMO1641,CP023715.1,1685569.0,1686231.0,+,uncharacterized protein,Function unknown,"ZMO0203,ZMO1697",H2VFM1,,,0.0,0.0,"Agouti domain signature.;C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.195583481,1.182889021,1.171832326,1.0,1.03585779,1.048083966,1.118943452,
ZMO1_ZMO1642,ZMO1_ZMO1642,CP023715.1,1686302.0,1687399.0,-,anhydro-N-acetylmuramic acid kinase AnmK,"Post-translational modification, protein turnover, and chaperones",,Q5NLZ4,,2.7.1.170,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.979927907,0.886357942,0.791203542,1.0,1.043589704,0.976227218,0.824066505,
ZMO1_ZMO1643,ZMO1_ZMO1643,CP023715.1,1687565.0,1688794.0,+,tyrosine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Q5NLZ3,map00970,6.1.1.1,0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.879796922,0.806962888,0.981590702,1.0,0.796884896,0.789760946,0.963862441,
ZMO1_ZMO1644,ZMO1_ZMO1644,CP023715.1,1688854.0,1690932.0,-,ATP-dependent DNA helicase RecG,"Replication, recombination and repair",,Q5NLZ2,map03440,3.6.4.12,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.883389907,0.872475083,0.99404571,1.0,0.883627702,0.946872099,1.050990806,
ZMO1_ZMO1646,mfd,CP023715.1,1691141.0,1694644.0,+,transcription-repair coupling factor,"Replication, recombination and repair",ZMO1697,Q5NLZ0,map03420,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.098644768,1.176961252,1.344371518,1.0,1.108205488,1.178969316,1.423590927,
ZMO1_ZMO1647,ZMO1_ZMO1647,CP023715.1,1694900.0,1695451.0,-,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,Coenzyme transport and metabolism,,H2VFQ0,map00790;map01100,2.7.6.3,-1.507112134,-2.985240756,SignalP-TM;SignalP-noTM,,,,,1.86e-12,1.67e-11,0.0,2.04e-12,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.663882908,0.740602284,0.655627988,1.0,0.684647978,0.618038712,0.964685576,
ZMO1_ZMO1648,ZMO1_ZMO1648,CP023715.1,1695624.0,1696361.0,+,uracil-DNA glycosylase,"Replication, recombination and repair",,,map03410,3.2.2.27,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['AbrB_Bacillus_subtilis', 'CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.670916225,0.599234067,0.695524085,1.0,0.743663033,0.700643003,0.6337969,
ZMO1_ZMO1649,ZMO1_ZMO1649,CP023715.1,1696608.0,1697678.0,+,gluconolactonase,Carbohydrate transport and metabolism,,Q01578,map00030;map00053;map00930;map01100;map01110;map01120;map01130;map01200;map01220,3.1.1.17,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.820430932,0.670241203,0.332795804,1.0,0.653759987,0.486435326,0.290994077,
ZMO1_ZMO1650,ZMO1_ZMO1650,CP023715.1,1697900.0,1699036.0,+,beta-lactamase,Defense mechanisms,"ZMO0199,ZMO1206,ZMO1412,ZMO1787",Q5NLY6,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.090879244,1.169375487,1.353903196,1.0,1.333422735,1.527463014,1.79734148,['unknown_2']
ZMO1_ZMO1651,ZMO1_ZMO1651,CP023715.1,1699131.0,1701419.0,-,signal transduction protein,Signal transduction mechanisms,,Q5NLY5,map02060,2.7.3.9,-1.92953882,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.715049243,0.684138803,0.781529575,1.0,0.705553328,0.679479249,0.858851458,
ZMO1_ZMO1652,ZMO1_ZMO1652,CP023715.1,1701436.0,1702515.0,-,2-nitropropane dioxygenase NPD,Function unknown,"ZMO1857,ZMO1857",Q5NLY4,map00061;map01100;map01212,1.3.1.9,-2.726129102,-3.56708629,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.685247299,0.612310367,0.691084196,1.0,0.736694503,0.716469732,0.866845348,
ZMO1_ZMO1653,ZMO1_ZMO1653,CP023715.1,1702512.0,1703783.0,-,aspartate kinase,Amino acid transport and metabolism,,Q5NLY3,map00260;map00261;map00270;map00300;map01100;map01110;map01120;map01130;map01210;map01230,2.7.2.4,0.0,0.0,,,,,,3.68e-16,6.18e-14,8.43e-16,2.89e-16,"['CosR_Campylobacter_jejuni', 'GadX_Escherichia_coli', 'NikR_Helicobacter_pylori']",1.0,0.797358007,0.7176987,0.749922519,1.0,0.828861797,0.718013164,0.8189478,
ZMO1_ZMO1654,ZMO1_ZMO1654,CP023715.1,1703857.0,1704648.0,+,ubiquinone biosynthesis O-methyltransferase,Coenzyme transport and metabolism,,Q5NLY2,map00130;map01100;map01110,"2.1.1.222,2.1.1.64",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.221267498,1.256348154,1.119624968,1.0,1.337072452,1.210408388,1.193375236,
ZMO1_ZMO1655,ZMO1_ZMO1655,CP023715.1,1704733.0,1705290.0,+,AhpC/TSA family antioxidant protein,"Post-translational modification, protein turnover, and chaperones","ZMO0373,ZMO0781,ZMO0940,ZMO1206,ZMO1412",Q5NLY1,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'GadX_Escherichia_coli']",1.0,1.290782355,0.901164637,0.220570628,1.0,1.058510722,0.650981185,0.169951834,
ZMO1_ZMO1656,ZMO1_ZMO1656,CP023715.1,1705477.0,1706382.0,+,XRE family transcriptional regulator,Function unknown,"ZMO0940,ZMO1412,ZMO1793",Q5NLY0,,,-1.00913153,-1.177407963,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'GadX_Escherichia_coli', 'NikR_Helicobacter_pylori']",1.0,1.247179724,1.341860408,1.322364087,1.0,1.121931887,1.133668576,1.068083819,['cell_cycle']
ZMO1_ZMO1657,ZMO1_ZMO1657,CP023715.1,1706566.0,1707636.0,+,uncharacterized protein,Function unknown,,Q5NLX9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.120611204,1.03832263,0.680685826,1.0,0.975018445,0.848051467,0.675839847,
ZMO1_ZMO1658,tilS,CP023715.1,1707692.0,1708681.0,+,tRNA(Ile)-lysidine synthetase,"Cell cycle control, cell division, chromosome partitioning",ZMO1787,Q5NLX8,,6.3.4.19,-2.780303214,-2.094264432,,,,,,,,,,[],1.0,1.025688481,0.947640509,1.112480117,1.0,0.916119048,0.870637077,1.02217476,
ZMO1_ZMO1659,ZMO1_ZMO1659,CP023715.1,1708828.0,1710816.0,+,ATP-dependent metalloprotease FtsH,"Post-translational modification, protein turnover, and chaperones",,Q5NLX7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,1.182668573,1.361749575,1.56021337,1.0,1.231519749,1.376543007,1.523893777,['heat_response']
ZMO1_ZMO1660,ZMO1_ZMO1660,CP023715.1,1710943.0,1711356.0,+,uncharacterized protein,No COG annotation,,Q5NLX6,,,0.0,-1.266835811,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.421839494,0.788977899,0.308938154,1.0,1.117836237,0.727436067,0.290165699,['noise_5']
ZMO1_ZMO1661,ZMO1_ZMO1661,CP023715.1,1711407.0,1712693.0,+,gamma-glutamyl phosphate reductase,Amino acid transport and metabolism,,Q5NLX5,map00330;map00332;map01100;map01110;map01130;map01230,1.2.1.41,-2.831090966,-3.759006623,SignalP-TM;SignalP-noTM,,,,,0.996315696,0.996386095,0.996398724,0.996479509,[],1.0,0.938694994,0.859384061,0.84152823,1.0,0.842919502,0.875277554,0.901185127,
ZMO1_ZMO1662,ZMO1_ZMO1662,CP023715.1,1712751.0,1713386.0,+,nicotinate-nicotinamide nucleotide adenylyltransferase,Coenzyme transport and metabolism,,Q5NLX4,map00760;map01100,2.7.7.18,-1.015920924,-1.700241541,SignalP-TM,,,,,2.74e-12,1.6e-11,7.8e-13,3.61e-12,[],1.0,1.054009113,0.995365206,1.060682745,1.0,1.062633425,1.085787112,1.189013513,
ZMO1_ZMO1663,rsfS,CP023715.1,1713395.0,1713796.0,+,ribosome silencing factor RsfS,"Translation, ribosomal structure and biogenesis",,Q5NLX3,,,-1.737062366,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.038508132,0.885004918,0.953459932,1.0,1.149201562,0.922886307,1.10072464,
ZMO1_ZMO1664,ZMO1_ZMO1664,CP023715.1,1713868.0,1714296.0,+,rRNA large subunit methyltransferase H RlmH,"Translation, ribosomal structure and biogenesis",,Q5NLX2,,2.1.1.177,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.163893278,1.106563936,1.381827599,1.0,0.901671228,1.03474522,1.136134541,
ZMO1_ZMO1665,ZMO1_ZMO1665,CP023715.1,1714296.0,1715483.0,+,peptidase M23,"Cell cycle control, cell division, chromosome partitioning","ZMO1126,ZMO1787",Q5NLX1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.004517957,0.63252385,0.679271586,1.0,0.440383631,0.373834377,0.560253888,
ZMO1_ZMO1667,ZMO1_ZMO1667,CP023715.1,1715623.0,1717002.0,+,CtpA (carboxyl-terminal protease) family protein,Cell wall/membrane/envelope biogenesis,,Q5NLW9,,3.4.21.102,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.966050636,0.941339068,0.714284198,1.0,0.887665065,0.835945351,0.708212054,
ZMO1_ZMO1668,ZMO1_ZMO1668,CP023715.1,1717035.0,1717640.0,+,disulfide bond formation protein DsbB,"Post-translational modification, protein turnover, and chaperones",,Q5NLW8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,1.094325791,0.843161613,0.801038862,1.0,0.751219026,0.519613113,0.543649865,
ZMO1_ZMO1669,ZMO1_ZMO1669,CP023715.1,1717610.0,1718167.0,+,2-octaprenylphenol hydroxylase COQ7/UbiB,Coenzyme transport and metabolism,,Q5NLW7,map00130;map01100;map01110,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.327690811,1.303220683,1.338211014,1.0,1.046358009,1.014200383,1.095957838,
ZMO1_ZMO1670,ZMO1_ZMO1670,CP023715.1,1718174.0,1718605.0,+,uncharacterized protein,No COG annotation,,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.841347207,0.818814123,0.569060972,1.0,0.975468531,0.999655151,0.619916966,
ZMO1_ZMO1671,ZMO1_ZMO1671,CP023715.1,1718730.0,1719134.0,+,uncharacterized protein,No COG annotation,"ZMO1206,ZMO1356,ZMO1412,ZMO1793",Q5NLW5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.734911092,0.444135218,0.153155346,1.0,0.54250062,0.353629908,0.099003478,['noise_4']
ZMO1_ZMO1672,ZMO1_ZMO1672,CP023715.1,1719269.0,1719748.0,+,uncharacterized protein,No COG annotation,ZMO1793,Q5NLW4,,,0.0,0.0,,,,,,,,,,[],1.0,0.484629712,0.310603007,0.357169856,1.0,0.722349374,0.565059796,0.496618373,['cell_cycle']
ZMO1_ZMO2024,ZMO1_ZMO2024,CP023715.1,1719647.0,1719856.0,-,hypothetical protein,No COG annotation,ZMO0373,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO1673,ZMO1_ZMO1673,CP023715.1,1719856.0,1720677.0,-,aldo/keto reductase,Function unknown,"ZMO1697,ZMO1787",Q5NLW3,,1.1.1.346,0.0,0.0,,,,,,,,,,[],1.0,1.220600632,1.232822663,1.178140513,1.0,1.111928458,1.068866726,1.158564843,
ZMO1_ZMO1675,ZMO1_ZMO1675,CP023715.1,1720861.0,1721631.0,-,protein-disulfide isomerase-like protein,"Post-translational modification, protein turnover, and chaperones","ZMO0199,ZMO0940,ZMO1787",Q5NLW1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.283683127,1.558602545,1.559333239,1.0,1.264872372,1.540839792,1.48612239,
ZMO1_ZMO1676,ZMO1_ZMO1676,CP023715.1,1721882.0,1722532.0,-,DUF721 domain-containing protein,Function unknown,,Q5NLW0,,,0.0,-1.458373993,SignalP-TM,,,,,,,,,[],1.0,0.705213264,0.641869997,0.785988692,1.0,0.772129378,0.729492343,0.894871287,
ZMO1_ZMO1677,ZMO1_ZMO1677,CP023715.1,1722567.0,1723688.0,+,A/G-specific adenine glycosylase,"Replication, recombination and repair",,Q5NLV9,map03410,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.935616128,0.888972591,0.837928722,1.0,0.84372004,0.857444458,0.922248759,
ZMO1_ZMO1678,ZMO1_ZMO1678,CP023715.1,1723692.0,1724705.0,-,prephenate dehydratase,Amino acid transport and metabolism,,Q5NLV8,map00400;map01100;map01110;map01130;map01230,4.2.1.51,-1.840936067,-1.766609372,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,[],1.0,1.076254549,0.982129911,1.053357722,1.0,1.06966831,1.008209892,1.072768148,
ZMO1_ZMO1679,ZMO1_ZMO1679,CP023715.1,1724702.0,1725580.0,-,YgdH family protein,Function unknown,"ZMO0940,ZMO1697,ZMO1857",Q5NLV7,map00230;map00240,3.2.2.10,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.053898328,1.248105475,1.307864208,1.0,1.162229163,1.276049305,1.306579551,['unknown_8']
