From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Annotation
zmo:ZMO1509	Q5NMC7	reviewed	RF1_ZYMMO	Peptide chain release factor 1 (RF-1)	prfA ZMO1509	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	358	2.0
zmo:ZMO1510	Q5NMC6	unreviewed	Q5NMC6_ZYMMO	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC ZMO1510	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	286	2.0
zmo:ZMO1511	Q5NMC5	unreviewed	Q5NMC5_ZYMMO	DUF4167 domain-containing protein	ZMO1511	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	357	1.0
zmo:ZMO1512	Q5NMC4	unreviewed	Q5NMC4_ZYMMO	ABC transporter related protein	ZMO1512	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	595	1.0
zmo:ZMO1513	Q5NMC3	reviewed	SYFB_ZYMMO	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT ZMO1513	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	789	3.0
zmo:ZMO1514	Q5NMC2	reviewed	SYFA_ZYMMO	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS ZMO1514	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	366	3.0
zmo:ZMO1515	Q5NMC1	reviewed	RL20_ZYMMO	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	rplT ZMO1515	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	125	2.0
zmo:ZMO1516	Q5NMC0	reviewed	RL35_ZYMMO	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	rpmI ZMO1516	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	67	2.0
zmo:ZMO1518	Q5NMB8	unreviewed	Q5NMB8_ZYMMO	Inositol monophosphatase	ZMO1518	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	259	1.0
zmo:ZMO1519	Q5NMB7	unreviewed	Q5NMB7_ZYMMO	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs ZMO1519	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	311	3.0
zmo:ZMO1520	Q5NMB6	unreviewed	Q5NMB6_ZYMMO	DUF2093 domain-containing protein	ZMO1520	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	76	1.0
zmo:ZMO1521	Q5NMB5	unreviewed	Q5NMB5_ZYMMO	Uncharacterized protein	ZMO1521	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	192	1.0
zmo:ZMO1522	Q5NMB4	unreviewed	Q5NMB4_ZYMMO	TonB-dependent receptor	ZMO1522	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1010	1.0
zmo:ZMO1524	Q5NMB2	unreviewed	Q5NMB2_ZYMMO	EamA domain-containing protein	ZMO1524	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	309	1.0
zmo:ZMO1525	Q5NMB1	unreviewed	Q5NMB1_ZYMMO	RND efflux system, outer membrane lipoprotein, NodT family	ZMO1525	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1027	1.0
zmo:ZMO1527	Q5NMA9	unreviewed	Q5NMA9_ZYMMO	Acriflavin resistance protein	ZMO1527	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1099	1.0
zmo:ZMO1528	Q5NMA8	unreviewed	Q5NMA8_ZYMMO	Acriflavin resistance protein	ZMO1528	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1032	1.0
zmo:ZMO1529	Q5NMA7	unreviewed	Q5NMA7_ZYMMO	Efflux transporter, RND family, MFP subunit	ZMO1529	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	440	1.0
zmo:ZMO1530	Q5NMA6	unreviewed	Q5NMA6_ZYMMO	KpsF/GutQ family protein (EC 5.3.1.13)	ZMO1530	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	336	2.0
zmo:ZMO1531	Q5NMA5	unreviewed	Q5NMA5_ZYMMO	Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	purS ZMO1531	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	77	2.0
zmo:ZMO1532	Q5NMA4	reviewed	PURQ_ZYMMO	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ ZMO1532	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	221	3.0
zmo:ZMO1533	Q5NMA3	unreviewed	Q5NMA3_ZYMMO	Acid-resistance membrane protein	ZMO1533	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	182	1.0
zmo:ZMO1536	Q5NMA0	unreviewed	Q5NMA0_ZYMMO	ATPase involved in DNA repair	ZMO1536	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	555	1.0
zmo:ZMO1538	Q5NM98	unreviewed	Q5NM98_ZYMMO	DNA polymerase III subunit alpha (EC 2.7.7.7)	ZMO1538	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1174	2.0
zmo:ZMO1540	Q5NM96	unreviewed	Q5NM96_ZYMMO	FeoA family protein	ZMO1540	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	100	1.0
zmo:ZMO1541	Q5NM95	unreviewed	Q5NM95_ZYMMO	Ferrous iron transport protein B	ZMO1541	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	641	2.0
zmo:ZMO1542	Q5NM94	unreviewed	Q5NM94_ZYMMO	Single-stranded DNA-binding protein (SSB)	ZMO1542	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	193	2.0
zmo:ZMO1543	Q5NM93	unreviewed	Q5NM93_ZYMMO	Cobaltochelatase subunit CobT (EC 6.6.1.2)	ZMO1543	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	620	1.0
zmo:ZMO1544	Q5NM92	unreviewed	Q5NM92_ZYMMO	Cobaltochelatase subunit CobS (EC 6.6.1.2)	ZMO1544	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	327	2.0
zmo:ZMO1545	Q5NM91	unreviewed	Q5NM91_ZYMMO	Heat shock protein DnaJ domain protein	ZMO1545	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	207	1.0
zmo:ZMO1547	Q5NM89	unreviewed	Q5NM89_ZYMMO	Transcriptional regulator, TetR family	ZMO1547	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	188	1.0
zmo:ZMO1548	Q5NM88	unreviewed	Q5NM88_ZYMMO	Squalene-hopene cyclase (EC 5.4.99.17)	ZMO1548	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	725	1.0
zmo:ZMO1549	Q5NM87	unreviewed	Q5NM87_ZYMMO	BolA family protein	ZMO1549	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	101	1.0
zmo:ZMO1550	Q9RH04	reviewed	HIS1_ZYMMO	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG ZMO1550	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	222	2.0
zmo:ZMO1551	Q9RH05	reviewed	HISX_ZYMMO	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD hdh ZMO1551	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	430	3.0
zmo:ZMO1552	D2YW16	unreviewed	D2YW16_ZYMMO	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB ZMO1552	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	157	2.0
zmo:ZMO1553	D2YW35	unreviewed	D2YW35_ZYMMO	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL ZMO1553	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	321	3.0
zmo:ZMO1554	Q5NM82	unreviewed	Q5NM82_ZYMMO	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	ZMO1554	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	256	2.0
zmo:ZMO1556	H2VFN4	unreviewed	H2VFN4_ZYMMO	Glutamate--cysteine ligase (EC 6.3.2.2)	ZMO1556	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	462	2.0
zmo:ZMO1557	Q5NM79	unreviewed	Q5NM79_ZYMMO	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF ZMO1557	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	508	3.0
zmo:ZMO1561	Q5NM75	unreviewed	Q5NM75_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO1561	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	234	1.0
zmo:ZMO1562	Q9RH11	reviewed	RPPH_ZYMMO	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	rppH nudH ZMO1562	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	155	2.0
zmo:ZMO1563	Q5NM73	unreviewed	Q5NM73_ZYMMO	Salt-induced outer membrane protein	ZMO1563	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	327	1.0
zmo:ZMO1564	Q5NM72	unreviewed	Q5NM72_ZYMMO	Nicotinamide riboside transporter PnuC	ZMO1564	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	188	2.0
zmo:ZMO1566	Q9RH13	reviewed	Y1566_ZYMMO	UPF0060 membrane protein ZMO1566	ZMO1566	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	107	1.0
zmo:ZMO1567	Q5NM69	unreviewed	Q5NM69_ZYMMO	Aminoglycoside phosphotransferase	ZMO1567	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	390	1.0
zmo:ZMO1568	Q5NM68	unreviewed	Q5NM68_ZYMMO	TonB-dependent receptor	ZMO1568	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	802	1.0
zmo:ZMO1569	Q5NM67	unreviewed	Q5NM67_ZYMMO	Pyruvate formate-lyase-activating enzyme (EC 1.97.1.4)	ZMO1569	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	263	2.0
zmo:ZMO1570	Q5NM66	unreviewed	Q5NM66_ZYMMO	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)	ZMO1570	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	771	2.0
zmo:ZMO1571	Q5NM65	unreviewed	Q5NM65_ZYMMO	Cytochrome bd ubiquinol oxidase subunit I	ZMO1571	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	476	2.0
zmo:ZMO1572	H2VFN0	unreviewed	H2VFN0_ZYMMO	Cytochrome d ubiquinol oxidase, subunit II	ZMO1572	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	340	1.0
zmo:ZMO1573	Q5NM63	unreviewed	Q5NM63_ZYMMO	Dyp-type peroxidase family	ZMO1573	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	309	1.0
zmo:ZMO1574	Q5NM62	unreviewed	Q5NM62_ZYMMO	Transcriptional regulator, LysR family (EC 4.2.1.1)	ZMO1574	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	304	1.0
zmo:ZMO1576	Q5NM60	unreviewed	Q5NM60_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO1576	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	248	1.0
zmo:ZMO1577	Q5NM59	unreviewed	Q5NM59_ZYMMO	Major facilitator superfamily MFS_1	ZMO1577	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	406	1.0
zmo:ZMO1578	D2YW33	unreviewed	D2YW33_ZYMMO	Short-chain dehydrogenase/reductase SDR	ZMO1578	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	262	1.0
zmo:ZMO1579	Q5NM57	unreviewed	Q5NM57_ZYMMO	Hydrolases of the alpha/beta superfamily K06889	ZMO1579	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	373	1.0
zmo:ZMO1581	Q5NM55	unreviewed	Q5NM55_ZYMMO	Antibiotic biosynthesis monooxygenase	ZMO1581	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	98	1.0
zmo:ZMO1582	D2YW29	unreviewed	D2YW29_ZYMMO	Uracil-DNA glycosylase superfamily	ZMO1582	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	167	1.0
zmo:ZMO1583	Q5NM53	unreviewed	Q5NM53_ZYMMO	DNA gyrase subunit B (EC 5.6.2.2)	gyrB ZMO1583	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	812	3.0
zmo:ZMO1584	Q5NM52	unreviewed	Q5NM52_ZYMMO	DNA replication and repair protein RecF	recF ZMO1584	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	376	2.0
zmo:ZMO1586	Q5NM50	unreviewed	Q5NM50_ZYMMO	Bacterioferritin (EC 1.16.3.1)	ZMO1586	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	157	2.0
zmo:ZMO1588	O31151	reviewed	UVRA_ZYMMO	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA ZMO1588	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	946	3.0
zmo:ZMO1589	Q5NM47	unreviewed	Q5NM47_ZYMMO	TIR protein	ZMO1589	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	309	1.0
zmo:ZMO1590	Q5NM46	unreviewed	Q5NM46_ZYMMO	ABC transporter related protein	ZMO1590	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	253	1.0
zmo:ZMO1591	Q5NM45	unreviewed	Q5NM45_ZYMMO	Phospholipid/cholesterol/gamma-HCH transport system permease protein	ZMO1591	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	273	2.0
zmo:ZMO1592	Q5NM44	unreviewed	Q5NM44_ZYMMO	Alanine racemase (EC 5.1.1.1)	ZMO1592	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	349	2.0
zmo:ZMO1593	Q5NM43	unreviewed	Q5NM43_ZYMMO	Peptidase M61 domain protein	ZMO1593	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	644	1.0
zmo:ZMO1596	P0DJA2	reviewed	ADH2_ZYMMO	Alcohol dehydrogenase 2 (EC 1.1.1.1) (Alcohol dehydrogenase II) (ADH II)	adhB ZMO1596	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	383	4.0
zmo:ZMO1598	Q5NM38	reviewed	DXS2_ZYMMO	1-deoxy-D-xylulose-5-phosphate synthase 2 (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase 2) (DXP synthase 2) (DXPS 2)	dxs2 ZMO1598	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	650	3.0
zmo:ZMO1599	Q5NM37	unreviewed	Q5NM37_ZYMMO	Hopanoid biosynthesis associated RND transporter like protein HpnN	ZMO1599	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	869	1.0
zmo:ZMO1600	O69015	reviewed	KHSE_ZYMMO	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB ZMO1600	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	320	2.0
zmo:ZMO1601	O69014	reviewed	RNH_ZYMMO	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA rnh ZMO1601	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	156	3.0
zmo:ZMO1602	Q5NM34	unreviewed	Q5NM34_ZYMMO	Acyl-CoA:diacylglycerol acyltransferase (EC 2.3.1.122) (EC 2.3.1.20)	ZMO1602	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	485	2.0
zmo:ZMO1603	Q5NM33	unreviewed	Q5NM33_ZYMMO	Beta-lactamase hydrolase-like protein phosphatase-like domain-containing protein	ZMO1603	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	148	1.0
zmo:ZMO1604	H2VFP5	unreviewed	H2VFP5_ZYMMO	Phosphodiesterase I (EC 3.1.4.1)	ZMO1604	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	429	1.0
zmo:ZMO1605	O66113	reviewed	ODPB_ZYMMO	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	pdhB pdhAbeta ZMO1605	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	462	3.0
zmo:ZMO1606	O66112	reviewed	ODPA_ZYMMO	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	pdhA pdhAalpha ZMO1606	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	354	2.0
zmo:ZMO1608	P33675	reviewed	ENO_ZYMMO	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno ZMO1608	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	429	4.0
zmo:ZMO1609	Q5NM27	unreviewed	Q5NM27_ZYMMO	Uncharacterized protein	ZMO1609	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	209	1.0
zmo:ZMO1612	H2VFL5	unreviewed	H2VFL5_ZYMMO	Toluene tolerance family protein	ZMO1612	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	194	1.0
zmo:ZMO1614	Q5NM22	unreviewed	Q5NM22_ZYMMO	Rhomboid family protein	ZMO1614	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	212	1.0
zmo:ZMO1615	O50237	reviewed	GREA_ZYMMO	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA ZMO1615	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	158	2.0
zmo:ZMO1618	O50235	reviewed	CARA_ZYMMO	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	carA ZMO1618	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	374	4.0
zmo:ZMO1619	Q5NM17	unreviewed	Q5NM17_ZYMMO	GatB/YqeY domain-containing protein	ZMO1619	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	152	1.0
zmo:ZMO1622	Q5NM14	unreviewed	Q5NM14_ZYMMO	DNA primase (EC 2.7.7.101)	dnaG ZMO1622	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	628	3.0
zmo:ZMO1623	Q5NM13	unreviewed	Q5NM13_ZYMMO	RNA polymerase sigma factor RpoD (Sigma-70)	rpoD ZMO1623	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	671	2.0
zmo:ZMO1624	Q5NM12	unreviewed	Q5NM12_ZYMMO	Mg chelatase, subunit ChlI	ZMO1624	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	504	1.0
zmo:ZMO1625	Q5NM11	unreviewed	Q5NM11_ZYMMO	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA ZMO1625	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	154	3.0
zmo:ZMO1626	Q9RNL5	reviewed	YIDC_ZYMMO	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC ZMO1626	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	579	3.0
zmo:ZMO1627	Q9RNL6	reviewed	ENGB_ZYMMO	GTP-binding protein EngB (GTP-binding protein CgpA)	engB cgpA ZMO1627	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	212	2.0
zmo:ZMO1628	D2YW27	unreviewed	D2YW27_ZYMMO	PepSY-associated TM helix domain protein	ZMO1628	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	523	1.0
zmo:ZMO1629	Q5NM07	unreviewed	Q5NM07_ZYMMO	Uncharacterized protein	ZMO1629	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	99	1.0
zmo:ZMO1631	Q5NM05	unreviewed	Q5NM05_ZYMMO	TonB-dependent siderophore receptor	ZMO1631	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	763	1.0
zmo:ZMO1632	Q5NM04	reviewed	DAPE_ZYMMO	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE ZMO1632	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	376	3.0
zmo:ZMO1633	Q5NM03	unreviewed	Q5NM03_ZYMMO	DUF2628 domain-containing protein	ZMO1633	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	108	1.0
zmo:ZMO1634	Q5NM02	unreviewed	Q5NM02_ZYMMO	Smr protein/MutS2	ZMO1634	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	228	1.0
zmo:ZMO2023	D2N0X4	unreviewed	D2N0X4_ZYMMO	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	ZMO2023	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	443	2.0
zmo:ZMO1636	Q5NM00	unreviewed	Q5NM00_ZYMMO	Import inner membrane translocase subunit Tim44	ZMO1636	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	217	1.0
zmo:ZMO1638	Q9EZ97	reviewed	SECB_ZYMMO	Protein-export protein SecB	secB ZMO1638	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	164	2.0
zmo:ZMO1639	Q5NLZ7	unreviewed	Q5NLZ7_ZYMMO	Probable lipid II flippase MurJ	murJ ZMO1639	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	537	2.0
zmo:ZMO1640	D2YW18	unreviewed	D2YW18_ZYMMO	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS ZMO1640	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	341	3.0
zmo:ZMO1641	H2VFM1	unreviewed	H2VFM1_ZYMMO	DUF4136 domain-containing protein	ZMO1641	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	220	1.0
zmo:ZMO1642	Q5NLZ4	reviewed	ANMK_ZYMMO	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK ZMO1642	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	365	3.0
zmo:ZMO1643	Q5NLZ3	reviewed	SYY_ZYMMO	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS ZMO1643	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	409	3.0
zmo:ZMO1644	Q5NLZ2	unreviewed	Q5NLZ2_ZYMMO	DEAD/DEAH box helicase domain protein	ZMO1644	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	692	1.0
zmo:ZMO1646	Q5NLZ0	unreviewed	Q5NLZ0_ZYMMO	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd ZMO1646	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1167	2.0
zmo:ZMO1647	H2VFQ0	unreviewed	H2VFQ0_ZYMMO	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase)	ZMO1647	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	183	2.0
zmo:ZMO1649	Q01578	reviewed	GNL_ZYMMO	Gluconolactonase (EC 3.1.1.17) (D-glucono-delta-lactone lactonohydrolase) [Cleaved into: Gluconolactonase; Gluconolactonase minor isoform]	gnl ZMO1649	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	356	4.0
zmo:ZMO1650	Q5NLY6	unreviewed	Q5NLY6_ZYMMO	Beta-lactamase	ZMO1650	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	378	1.0
zmo:ZMO1651	Q5NLY5	unreviewed	Q5NLY5_ZYMMO	phosphoenolpyruvate--protein phosphotransferase (EC 2.7.3.9)	ZMO1651	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	762	2.0
zmo:ZMO1652	Q5NLY4	unreviewed	Q5NLY4_ZYMMO	2-nitropropane dioxygenase NPD	ZMO1652	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	359	1.0
zmo:ZMO1653	Q5NLY3	unreviewed	Q5NLY3_ZYMMO	Aspartokinase (EC 2.7.2.4)	ZMO1653	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	423	2.0
