## Wed Apr 30 18:06:06 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ZMO1_ZMO1438	264203.ZMO1438	8.42e-102	295.0	COG1522@1|root,COG1522@2|Bacteria,1MX7R@1224|Proteobacteria,2U7XQ@28211|Alphaproteobacteria,2KCWU@204457|Sphingomonadales	204457|Sphingomonadales	K	IclR helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_24
ZMO1_ZMO1439	264203.ZMO1439	7.79e-193	534.0	COG0388@1|root,COG0388@2|Bacteria,1MUUB@1224|Proteobacteria,2TRGZ@28211|Alphaproteobacteria,2K16U@204457|Sphingomonadales	204457|Sphingomonadales	S	Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase	-	-	-	ko:K11206	-	-	-	-	ko00000,ko01000	-	-	-	CN_hydrolase
ZMO1_ZMO1440	264203.ZMO1440	2.16e-201	557.0	2C7BT@1|root,33MZ9@2|Bacteria,1NMQ4@1224|Proteobacteria,2UG5B@28211|Alphaproteobacteria,2K40I@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
ZMO1_ZMO1441	264203.ZMO1441	1.36e-267	732.0	COG0665@1|root,COG0665@2|Bacteria,1MY0G@1224|Proteobacteria,2TRM2@28211|Alphaproteobacteria,2JZYS@204457|Sphingomonadales	204457|Sphingomonadales	E	Oxidoreductase	-	-	1.4.99.6	ko:K19746	ko00472,ko01100,map00472,map01100	-	R11018	RC00006	ko00000,ko00001,ko01000	-	-	-	DAO
ZMO1_ZMO1442	264203.ZMO1442	2.12e-224	617.0	COG0223@1|root,COG0223@2|Bacteria,1NN5V@1224|Proteobacteria,2TTHZ@28211|Alphaproteobacteria,2K41C@204457|Sphingomonadales	204457|Sphingomonadales	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO1443	264203.ZMO1443	0.0	928.0	COG2244@1|root,COG2244@2|Bacteria,1RDQG@1224|Proteobacteria,2U6PC@28211|Alphaproteobacteria,2K0Q9@204457|Sphingomonadales	204457|Sphingomonadales	S	Membrane protein involved in the export of O-antigen and teichoic acid	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_synt,Polysacc_synt_C
ZMO1_ZMO1444	264203.ZMO1444	0.0	1303.0	COG0751@1|root,COG0751@2|Bacteria,1MV2F@1224|Proteobacteria,2TQKJ@28211|Alphaproteobacteria,2K16M@204457|Sphingomonadales	204457|Sphingomonadales	J	Glycyl-tRNA synthetase beta subunit	glyS	-	6.1.1.14	ko:K01879	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_1,tRNA_synt_2f
ZMO1_ZMO1446	264203.ZMO1446	1.43e-222	612.0	COG0752@1|root,COG0752@2|Bacteria,1MVCJ@1224|Proteobacteria,2TS2N@28211|Alphaproteobacteria,2K1RK@204457|Sphingomonadales	204457|Sphingomonadales	J	glycyl-tRNA synthetase alpha subunit	glyQ	-	6.1.1.14	ko:K01878	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2e
ZMO1_ZMO1447	264203.ZMO1447	3.12e-251	689.0	COG3735@1|root,COG3735@2|Bacteria,1MVCW@1224|Proteobacteria,2U5RA@28211|Alphaproteobacteria,2JZWN@204457|Sphingomonadales	204457|Sphingomonadales	S	protein conserved in bacteria	-	-	-	ko:K09973	-	-	-	-	ko00000	-	-	-	TraB
ZMO1_ZMO1449	264203.ZMO1449	0.0	1016.0	COG0246@1|root,COG0246@2|Bacteria,1MVZ7@1224|Proteobacteria,2TRBE@28211|Alphaproteobacteria,2JZW9@204457|Sphingomonadales	204457|Sphingomonadales	G	PFAM Mannitol dehydrogenase	-	-	1.1.1.57,1.1.1.67	ko:K00040,ko:K00045	ko00040,ko00051,ko01100,map00040,map00051,map01100	M00061	R00868,R02454	RC00085	ko00000,ko00001,ko00002,ko01000	-	-	-	Mannitol_dh,Mannitol_dh_C
ZMO1_ZMO1450	264203.ZMO1450	0.0	991.0	COG0415@1|root,COG0415@2|Bacteria,1MV9Y@1224|Proteobacteria,2TSDP@28211|Alphaproteobacteria,2K010@204457|Sphingomonadales	204457|Sphingomonadales	L	Belongs to the DNA photolyase family	phrB	-	4.1.99.3	ko:K01669	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_photolyase,FAD_binding_7
ZMO1_ZMO1451	264203.ZMO1451	8.1e-264	721.0	COG5042@1|root,COG5042@2|Bacteria,1NAN9@1224|Proteobacteria,2U5YP@28211|Alphaproteobacteria,2K8W2@204457|Sphingomonadales	204457|Sphingomonadales	F	Purine nucleoside permease (NUP)	-	-	-	-	-	-	-	-	-	-	-	-	NUP
ZMO1_ZMO1452	555217.Zmob_1653	2.95e-282	773.0	COG0477@1|root,COG2814@2|Bacteria,1MU9G@1224|Proteobacteria,2TSPI@28211|Alphaproteobacteria,2K2I0@204457|Sphingomonadales	204457|Sphingomonadales	EGP	Major facilitator superfamily	-	-	-	ko:K19577	-	-	-	-	ko00000,ko02000	2.A.1.2.65	-	-	MFS_1,Sugar_tr
ZMO1_ZMO1455	264203.ZMO1455	1.59e-137	389.0	COG1961@1|root,COG1961@2|Bacteria,1MXXT@1224|Proteobacteria,2U9WZ@28211|Alphaproteobacteria,2K3Q6@204457|Sphingomonadales	204457|Sphingomonadales	L	resolvase	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
ZMO1_ZMO1456	555217.Zmob_1651	4.79e-142	402.0	COG1280@1|root,COG1280@2|Bacteria,1PP0J@1224|Proteobacteria,2US2Q@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	LysE type translocator	-	-	-	-	-	-	-	-	-	-	-	-	LysE
ZMO1_ZMO1457	264203.ZMO1457	2.57e-311	847.0	COG2271@1|root,COG2271@2|Bacteria,1RGKJ@1224|Proteobacteria,2TV2F@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
ZMO1_ZMO1458	264203.ZMO1458	0.0	1184.0	COG3170@1|root,COG3170@2|Bacteria,1R724@1224|Proteobacteria,2U482@28211|Alphaproteobacteria	28211|Alphaproteobacteria	NU	Tfp pilus assembly protein FimV	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO1459	264203.ZMO1459	1.02e-142	403.0	COG3201@1|root,COG3201@2|Bacteria,1MXN4@1224|Proteobacteria,2UAA3@28211|Alphaproteobacteria,2K4GB@204457|Sphingomonadales	204457|Sphingomonadales	H	nicotinamide mononucleotide transporter	-	-	-	ko:K03811	-	-	-	-	ko00000,ko02000	4.B.1.1	-	-	NMN_transporter
ZMO1_ZMO1460	264203.ZMO1460	8.93e-218	600.0	COG2897@1|root,COG2897@2|Bacteria,1MW4B@1224|Proteobacteria,2TTCU@28211|Alphaproteobacteria	28211|Alphaproteobacteria	P	Rhodanese Homology Domain	-	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
ZMO1_ZMO1461	264203.ZMO1461	1.41e-290	791.0	COG2334@1|root,COG2334@2|Bacteria,1R4QR@1224|Proteobacteria,2U6MC@28211|Alphaproteobacteria,2K2XX@204457|Sphingomonadales	204457|Sphingomonadales	S	Aminoglycoside phosphotransferase	-	-	-	-	-	-	-	-	-	-	-	-	APH
ZMO1_ZMO1462	264203.ZMO1462	1.24e-233	641.0	COG0715@1|root,COG0715@2|Bacteria,1MW53@1224|Proteobacteria,2TSHF@28211|Alphaproteobacteria,2K80I@204457|Sphingomonadales	204457|Sphingomonadales	P	NMT1/THI5 like	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1
ZMO1_ZMO1463	264203.ZMO1463	0.0	1606.0	COG4772@1|root,COG4772@2|Bacteria,1MVMV@1224|Proteobacteria,2U54Y@28211|Alphaproteobacteria,2K2W2@204457|Sphingomonadales	204457|Sphingomonadales	P	TonB-dependent receptor plug	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
ZMO1_ZMO1465	264203.ZMO1465	2.54e-302	826.0	COG0814@1|root,COG0814@2|Bacteria,1N3PB@1224|Proteobacteria,2TVV5@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Serine transporter	-	-	-	-	-	-	-	-	-	-	-	-	Trp_Tyr_perm
ZMO1_ZMO1466	264203.ZMO1466	1.03e-200	555.0	COG1073@1|root,COG1073@2|Bacteria,1QWMP@1224|Proteobacteria,2TXFE@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1
ZMO1_ZMO1467	264203.ZMO1467	1.2e-197	547.0	COG1682@1|root,COG1682@2|Bacteria,1MUTE@1224|Proteobacteria,2U29Y@28211|Alphaproteobacteria,2K2WT@204457|Sphingomonadales	204457|Sphingomonadales	GM	Transporter	-	-	-	ko:K01992,ko:K09688	ko02010,map02010	M00249,M00254	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.101	-	-	ABC2_membrane
ZMO1_ZMO1470	264203.ZMO1470	7.58e-213	588.0	COG0741@1|root,COG0741@2|Bacteria,1MUMA@1224|Proteobacteria,2TSA5@28211|Alphaproteobacteria,2K190@204457|Sphingomonadales	204457|Sphingomonadales	M	transglycosylase	-	-	-	-	-	-	-	-	-	-	-	-	SLT
ZMO1_ZMO1471	264203.ZMO1471	0.0	1162.0	COG1217@1|root,COG1217@2|Bacteria,1MV5Q@1224|Proteobacteria,2TR63@28211|Alphaproteobacteria,2K169@204457|Sphingomonadales	204457|Sphingomonadales	T	GTP-binding protein TypA	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2
ZMO1_ZMO1473	264203.ZMO1473	1.06e-159	447.0	2DR5R@1|root,33AAE@2|Bacteria,1NKC9@1224|Proteobacteria,2TXFF@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO1475	264203.ZMO1475	0.0	1634.0	COG1629@1|root,COG4771@2|Bacteria,1MUNK@1224|Proteobacteria,2TRCG@28211|Alphaproteobacteria,2K0ND@204457|Sphingomonadales	204457|Sphingomonadales	P	receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
ZMO1_ZMO1477	264203.ZMO1477	1.58e-209	579.0	297M8@1|root,2ZUU7@2|Bacteria,1P8HH@1224|Proteobacteria,2UYFD@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO1478	264203.ZMO1478	1.01e-165	463.0	COG0363@1|root,COG0363@2|Bacteria,1R5K6@1224|Proteobacteria,2U5C7@28211|Alphaproteobacteria,2JZZT@204457|Sphingomonadales	204457|Sphingomonadales	G	6-phosphogluconolactonase	-	-	3.1.1.31	ko:K01057	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200	M00004,M00006,M00008	R02035	RC00537	ko00000,ko00001,ko00002,ko01000	-	-	-	Glucosamine_iso
ZMO1_ZMO1479	264203.ZMO1479	1.93e-196	547.0	COG2025@1|root,COG2025@2|Bacteria,1MUFI@1224|Proteobacteria,2TR10@28211|Alphaproteobacteria,2K1AU@204457|Sphingomonadales	204457|Sphingomonadales	C	Electron transfer flavoprotein	etfA	-	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha
ZMO1_ZMO1480	264203.ZMO1480	4.8e-171	478.0	COG2086@1|root,COG2086@2|Bacteria,1MVH6@1224|Proteobacteria,2TR4J@28211|Alphaproteobacteria,2K0GH@204457|Sphingomonadales	204457|Sphingomonadales	C	Electron transfer flavoprotein	etfB	-	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
ZMO1_ZMO1481	264203.ZMO1481	7.73e-277	758.0	COG0045@1|root,COG0045@2|Bacteria,1MVCE@1224|Proteobacteria,2TRXK@28211|Alphaproteobacteria,2K12N@204457|Sphingomonadales	204457|Sphingomonadales	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit	sucC	-	6.2.1.5	ko:K01903	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R00405,R02404	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-grasp_2,Ligase_CoA
ZMO1_ZMO1482	264203.ZMO1482	0.0	2092.0	COG3591@1|root,COG4625@1|root,COG3591@2|Bacteria,COG4625@2|Bacteria,1NS3H@1224|Proteobacteria,2U1SB@28211|Alphaproteobacteria,2K2MI@204457|Sphingomonadales	204457|Sphingomonadales	E	Trypsin-like serine protease	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,PATR,Peptidase_S8,Trypsin
ZMO1_ZMO1484	264203.ZMO1484	0.0	2078.0	COG0210@1|root,COG1379@1|root,COG0210@2|Bacteria,COG1379@2|Bacteria,1MU0G@1224|Proteobacteria,2TS2B@28211|Alphaproteobacteria,2K04E@204457|Sphingomonadales	204457|Sphingomonadales	L	DNA helicase	-	-	-	-	-	-	-	-	-	-	-	-	UvrD-helicase,UvrD_C
ZMO1_ZMO1485	264203.ZMO1485	0.0	909.0	COG0232@1|root,COG0232@2|Bacteria,1MVQ2@1224|Proteobacteria,2TRCD@28211|Alphaproteobacteria	28211|Alphaproteobacteria	F	Belongs to the dGTPase family. Type 2 subfamily	dgt	-	3.1.5.1	ko:K01129	ko00230,map00230	-	R01856	RC00017	ko00000,ko00001,ko01000	-	-	-	HD,HD_assoc
ZMO1_ZMO1487	264203.ZMO1487	1.77e-191	530.0	COG2200@1|root,COG2200@2|Bacteria,1MVJY@1224|Proteobacteria,2U0GM@28211|Alphaproteobacteria,2K060@204457|Sphingomonadales	204457|Sphingomonadales	T	Putative diguanylate phosphodiesterase	-	-	-	-	-	-	-	-	-	-	-	-	EAL
ZMO1_ZMO1488	264203.ZMO1488	1.91e-203	563.0	COG2877@1|root,COG2877@2|Bacteria,1MV91@1224|Proteobacteria,2TRJX@28211|Alphaproteobacteria,2K1B8@204457|Sphingomonadales	204457|Sphingomonadales	M	Belongs to the KdsA family	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
ZMO1_ZMO1489	264203.ZMO1489	5.69e-192	532.0	COG1212@1|root,COG1212@2|Bacteria,1MUUU@1224|Proteobacteria,2TUQM@28211|Alphaproteobacteria,2K293@204457|Sphingomonadales	204457|Sphingomonadales	M	3-deoxy-manno-octulosonate cytidylyltransferase	-	-	2.7.7.38	ko:K00979	ko00540,ko01100,map00540,map01100	M00063	R03351,R11396	RC00152,RC00910	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CTP_transf_3
ZMO1_ZMO1490	264203.ZMO1490	1.41e-143	405.0	COG3637@1|root,COG3637@2|Bacteria,1NUMW@1224|Proteobacteria,2URR9@28211|Alphaproteobacteria,2K49R@204457|Sphingomonadales	204457|Sphingomonadales	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	ko:K16079	-	-	-	-	ko00000,ko02000	1.B.4.2.1	-	-	OMP_b-brl
ZMO1_ZMO1491	264203.ZMO1491	7.95e-163	459.0	COG3637@1|root,COG3637@2|Bacteria	2|Bacteria	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	hbpD	-	-	ko:K16079	-	-	-	-	ko00000,ko02000	1.B.4.2.1	-	-	OMP_b-brl
ZMO1_ZMO1493	264203.ZMO1493	1.26e-131	374.0	COG1238@1|root,COG1238@2|Bacteria,1MWED@1224|Proteobacteria,2U78A@28211|Alphaproteobacteria,2K3NK@204457|Sphingomonadales	204457|Sphingomonadales	S	DedA family	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
ZMO1_ZMO1494	264203.ZMO1494	1.52e-209	580.0	COG0548@1|root,COG0548@2|Bacteria,1MU17@1224|Proteobacteria,2TQQS@28211|Alphaproteobacteria,2K107@204457|Sphingomonadales	204457|Sphingomonadales	E	Belongs to the acetylglutamate kinase family. ArgB subfamily	argB	-	2.7.2.8	ko:K00930	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R02649	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase
ZMO1_ZMO1495	264203.ZMO1495	2.46e-132	375.0	COG2096@1|root,COG2096@2|Bacteria,1RDUF@1224|Proteobacteria,2U5J1@28211|Alphaproteobacteria,2K3VX@204457|Sphingomonadales	204457|Sphingomonadales	S	adenosyltransferase	-	-	2.5.1.17	ko:K00798	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000	-	-	-	Cob_adeno_trans
ZMO1_ZMO1496	264203.ZMO1496	0.0	1727.0	COG2352@1|root,COG2352@2|Bacteria,1MUD5@1224|Proteobacteria,2TR6F@28211|Alphaproteobacteria,2K1W8@204457|Sphingomonadales	204457|Sphingomonadales	C	Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle	ppc	-	4.1.1.31	ko:K01595	ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200	M00168,M00170,M00171,M00172,M00173,M00346,M00374	R00345	RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPcase
ZMO1_ZMO1497	264203.ZMO1497	0.0	945.0	COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,2TRNX@28211|Alphaproteobacteria,2K03C@204457|Sphingomonadales	204457|Sphingomonadales	E	amino acid	-	-	-	ko:K03294	-	-	-	-	ko00000	2.A.3.2	-	-	AA_permease_2
ZMO1_ZMO1498	264203.ZMO1498	1.92e-89	261.0	COG0537@1|root,COG0537@2|Bacteria,1RDCJ@1224|Proteobacteria,2U956@28211|Alphaproteobacteria,2K4G2@204457|Sphingomonadales	204457|Sphingomonadales	FG	COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	-	-	-	-	-	-	-	-	-	-	-	-	HIT
ZMO1_ZMO1499	264203.ZMO1499	6.43e-66	201.0	COG0140@1|root,COG0140@2|Bacteria,1MZEE@1224|Proteobacteria,2UBU3@28211|Alphaproteobacteria,2K5ZV@204457|Sphingomonadales	204457|Sphingomonadales	E	Phosphoribosyl-ATP	hisE	-	3.6.1.31	ko:K01523	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	PRA-PH
ZMO1_ZMO1500	264203.ZMO1500	1.9e-180	502.0	COG0107@1|root,COG0107@2|Bacteria,1MUS0@1224|Proteobacteria,2TQXD@28211|Alphaproteobacteria,2K1KV@204457|Sphingomonadales	204457|Sphingomonadales	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	hisF	-	-	ko:K02500	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
ZMO1_ZMO1501	264203.ZMO1501	1.14e-174	487.0	COG0106@1|root,COG0106@2|Bacteria,1MW6S@1224|Proteobacteria,2TRSG@28211|Alphaproteobacteria,2K0CJ@204457|Sphingomonadales	204457|Sphingomonadales	E	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase	hisA	-	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
ZMO1_ZMO1502	264203.ZMO1502	4.18e-154	432.0	COG0118@1|root,COG0118@2|Bacteria,1MU4X@1224|Proteobacteria,2TTT4@28211|Alphaproteobacteria,2K223@204457|Sphingomonadales	204457|Sphingomonadales	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	hisH	-	-	ko:K02501	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
ZMO1_ZMO1503	264203.ZMO1503	4.55e-150	421.0	COG0131@1|root,COG0131@2|Bacteria,1MWBS@1224|Proteobacteria,2TTVV@28211|Alphaproteobacteria,2K1TW@204457|Sphingomonadales	204457|Sphingomonadales	E	Imidazoleglycerol-phosphate dehydratase	hisB	-	4.2.1.19	ko:K01693	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R03457	RC00932	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPD
ZMO1_ZMO1504	264203.ZMO1504	1.86e-103	300.0	COG3814@1|root,COG3814@2|Bacteria,1N1FE@1224|Proteobacteria,2U7H9@28211|Alphaproteobacteria,2K35H@204457|Sphingomonadales	204457|Sphingomonadales	S	protein conserved in bacteria	-	-	-	ko:K09985	-	-	-	-	ko00000	-	-	-	SspB
ZMO1_ZMO1506	264203.ZMO1506	8.92e-73	218.0	2ADEB@1|root,31347@2|Bacteria,1P4DJ@1224|Proteobacteria,2UYCA@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO1507	264203.ZMO1507	5.91e-125	355.0	COG0221@1|root,COG0221@2|Bacteria,1RA2F@1224|Proteobacteria,2TQZM@28211|Alphaproteobacteria,2K19Z@204457|Sphingomonadales	204457|Sphingomonadales	C	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	ppa	-	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyrophosphatase
ZMO1_ZMO1508	264203.ZMO1508	1.78e-304	830.0	COG0124@1|root,COG0124@2|Bacteria,1MV2K@1224|Proteobacteria,2TSTH@28211|Alphaproteobacteria,2K101@204457|Sphingomonadales	204457|Sphingomonadales	J	histidyl-tRNA synthetase	hisS	-	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
ZMO1_ZMO1509	264203.ZMO1509	7.84e-243	669.0	COG0216@1|root,COG0216@2|Bacteria,1MV28@1224|Proteobacteria,2TQSV@28211|Alphaproteobacteria,2K1M6@204457|Sphingomonadales	204457|Sphingomonadales	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
ZMO1_ZMO1510	264203.ZMO1510	7.55e-207	572.0	COG2890@1|root,COG2890@2|Bacteria,1MXCQ@1224|Proteobacteria,2TZFK@28211|Alphaproteobacteria,2K12S@204457|Sphingomonadales	204457|Sphingomonadales	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif	prmC	-	2.1.1.297	ko:K02493	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03012	-	-	-	MTS,Methyltransf_31
ZMO1_ZMO1511	264203.ZMO1511	3.76e-206	576.0	COG5373@1|root,COG5373@2|Bacteria,1N7JV@1224|Proteobacteria,2TR7A@28211|Alphaproteobacteria,2K53N@204457|Sphingomonadales	204457|Sphingomonadales	S	Domain of unknown function (DUF4167)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4167
ZMO1_ZMO1512	264203.ZMO1512	0.0	1152.0	COG5265@1|root,COG5265@2|Bacteria,1NSKS@1224|Proteobacteria,2UQAG@28211|Alphaproteobacteria,2K16I@204457|Sphingomonadales	204457|Sphingomonadales	V	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase	-	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
ZMO1_ZMO1513	264203.ZMO1513	0.0	1548.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,1MWKS@1224|Proteobacteria,2TQV8@28211|Alphaproteobacteria,2K02I@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
ZMO1_ZMO1514	264203.ZMO1514	4.84e-276	754.0	COG0016@1|root,COG0016@2|Bacteria,1MVD7@1224|Proteobacteria,2TS2T@28211|Alphaproteobacteria,2K0XB@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
